index,energy_per_site
0.000000000000000000e+00,-1.224274367367983035e-01
1.000000000000000000e+00,-1.280002583025253049e+00
2.000000000000000000e+00,-1.308644431423695353e+00
3.000000000000000000e+00,-1.190149921702597036e+00
4.000000000000000000e+00,-1.318968687932866146e+00
5.000000000000000000e+00,-1.316037264469636314e+00
6.000000000000000000e+00,-1.309531078729242015e+00
7.000000000000000000e+00,-1.276317254665644052e+00
8.000000000000000000e+00,-1.299215956927173066e+00
9.000000000000000000e+00,-1.282315358776106251e+00
