step,energy_per_site
0.000000000000000000e+00,5.297485547434837017e-01
5.000000000000000000e+05,9.215218945664499506e-02
1.000000000000000000e+06,8.821407631695828144e-02
1.500000000000000000e+06,9.191733041713048835e-02
2.000000000000000000e+06,8.572170493814409986e-02
2.500000000000000000e+06,8.796453075489757412e-02
3.000000000000000000e+06,9.130283888006504589e-02
3.500000000000000000e+06,9.031565605960269194e-02
4.000000000000000000e+06,9.393661917017429031e-02
4.500000000000000000e+06,8.922529972062720471e-02
5.000000000000000000e+06,9.009206331845820426e-02
