r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,9.837428493149698028e-01,2.372460119546404686e-04
1.938934911242604642e+00,9.799924732142893946e-01,2.990826261315007533e-04
2.885680473372783439e+00,9.778535547952398321e-01,2.921514015851843114e-04
3.817278106508876334e+00,9.764741820223037383e-01,2.620528351867133852e-04
4.733727810650883328e+00,9.754708752652305748e-01,2.844931963475065876e-04
5.635029585798818630e+00,9.748538548337883913e-01,2.480980895479155054e-04
6.521183431952664478e+00,9.744733674974519477e-01,1.826150658146735478e-04
7.392189349112427976e+00,9.735808290399396991e-01,1.363600538059958481e-04
8.248047337278105573e+00,9.727649050043732926e-01,1.330604192438380811e-04
9.088757396449704373e+00,9.724428845574528690e-01,1.505310112750246957e-04
9.914319526627220824e+00,9.719324106349259695e-01,1.707493114959085631e-04
1.072473372781065137e+01,9.717399937010956501e-01,1.557437937943192464e-04
1.151999999999999602e+01,9.710935759945727996e-01,1.484795042583858331e-04
1.230011834319526542e+01,9.705320456375251537e-01,1.417498262729457764e-04
1.306508875739645248e+01,9.703408806780871032e-01,1.509765999134297639e-04
1.381491124260355008e+01,9.704857849286654403e-01,1.521901632705124712e-04
1.454958579881656533e+01,9.705054823135456088e-01,1.771259091042740204e-04
1.526911242603550534e+01,9.701982794020262979e-01,1.759366428153592008e-04
1.597349112426035944e+01,9.693602777851585417e-01,2.030857742382859892e-04
1.666272189349112409e+01,9.685846850401440555e-01,2.497799277579001217e-04
1.733680473372780995e+01,9.683832293577314676e-01,2.971291213081608709e-04
1.799573964497041345e+01,9.672225338122448779e-01,3.176519943195983491e-04
1.863952662721893816e+01,9.664373164853014009e-01,3.471414363158027445e-04
1.926816568047337341e+01,9.658044055175387665e-01,3.296539516825627890e-04
1.988165680473372632e+01,9.651310680552569465e-01,3.246492753126574253e-04
2.048000000000000043e+01,9.638097583977578431e-01,3.238632300490034191e-04
2.106319526627219219e+01,9.625931074778525387e-01,2.902784487537545758e-04
2.163124260355029804e+01,9.624037867100360133e-01,3.286377801438591863e-04
2.218414201183431800e+01,9.612785579487685972e-01,3.823887296859696861e-04
2.272189349112426271e+01,9.604396896901402636e-01,3.161791383722421410e-04
2.324449704142012152e+01,9.599015756932248733e-01,4.253841428635928143e-04
2.375195266272189443e+01,9.592513910231222907e-01,3.856369502988188759e-04
2.424426035502958499e+01,9.586474259498445338e-01,5.209633887449879614e-04
2.472142011834319675e+01,9.580163795419323058e-01,4.989555055684446756e-04
2.518343195266272261e+01,9.577803985309262247e-01,5.034138921958417013e-04
2.563029585798816612e+01,9.571983025410585322e-01,5.435426162875291959e-04
2.606201183431952728e+01,9.572289896456502856e-01,6.169579114662096997e-04
2.647857988165680609e+01,9.571792940390110305e-01,5.598554371927775847e-04
2.688000000000000256e+01,9.564450631797885016e-01,6.301047564165026052e-04
2.726627218934911312e+01,9.576655952241985847e-01,6.668684049973194663e-04
2.763739644970414133e+01,9.582512027119349796e-01,7.311128919445168510e-04
2.799337278106509075e+01,9.581270317653566293e-01,7.877874346648507413e-04
2.833420118343195426e+01,9.582231784346031400e-01,8.415210985151533058e-04
2.865988165680473543e+01,9.595336396469135165e-01,7.567268958156751031e-04
2.897041420118343069e+01,9.570535995295990084e-01,1.013928691107848562e-03
2.926579881656804716e+01,9.570132514344963370e-01,9.917531671251164291e-04
2.954603550295858128e+01,9.582224001638022237e-01,8.934607084812979348e-04
2.981112426035502949e+01,9.566549080016396589e-01,1.056034876760944411e-03
3.006106508875739536e+01,9.569996572847793148e-01,1.180858827903196861e-03
3.029585798816568243e+01,9.561811540297781020e-01,1.051182888297270707e-03
3.051550295857988360e+01,9.558553195097250210e-01,1.291942532234151633e-03
3.071999999999999886e+01,9.568465346073878885e-01,1.245567063243412402e-03
3.090934911242603533e+01,9.468999315871093891e-01,1.188564705310709603e-03
3.108355029585798945e+01,9.550805260206036706e-01,8.953942573538603220e-04
3.124260355029585767e+01,9.600203456609288644e-01,1.038508686759464887e-03
3.138650887573964710e+01,9.543584192129510591e-01,1.145241414732143127e-03
3.151526627218935062e+01,9.547481199778098393e-01,1.333320234013899873e-03
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,9.560420811842674782e-01,1.148642860460422598e-03
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,9.556122280350181075e-01,1.665953085400638349e-03
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,9.604393211588867496e-01,1.154454345536144039e-03
