step,energy_per_site
0.000000000000000000e+00,1.122163149458433429e+00
3.000000000000000000e+05,4.095804648379402502e-01
6.000000000000000000e+05,3.728262635061884156e-01
9.000000000000000000e+05,3.635500368862830678e-01
1.200000000000000000e+06,3.598516945778409415e-01
1.500000000000000000e+06,3.464165433205347311e-01
1.800000000000000000e+06,3.536383914180295518e-01
2.100000000000000000e+06,3.501258011511784174e-01
2.400000000000000000e+06,3.519599614325898962e-01
2.700000000000000000e+06,3.483670305938342260e-01
3.000000000000000000e+06,3.462795535488017995e-01
