r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,7.635118442842073749e-01
1.500000000000000000e+00,6.298788527571400619e-01
2.500000000000000000e+00,5.735754868699584064e-01
3.500000000000000000e+00,5.353162050582640497e-01
4.500000000000000000e+00,5.070254975976296041e-01
5.500000000000000000e+00,4.858940528726376495e-01
6.500000000000000000e+00,4.709977433758223975e-01
7.500000000000000000e+00,4.575755719547076605e-01
8.500000000000000000e+00,4.451990973825541986e-01
9.500000000000000000e+00,4.329976936692510048e-01
1.050000000000000000e+01,4.224865979510883940e-01
1.150000000000000000e+01,4.125399956164582105e-01
1.250000000000000000e+01,4.036956808782734551e-01
1.350000000000000000e+01,3.968103534817891132e-01
1.450000000000000000e+01,3.887747232831412214e-01
1.550000000000000000e+01,3.815199478711504000e-01
1.650000000000000000e+01,3.753394090864026200e-01
1.750000000000000000e+01,3.684097347858826255e-01
1.850000000000000000e+01,3.618228951931805049e-01
1.950000000000000000e+01,3.556615553114479966e-01
2.050000000000000000e+01,3.501075321341186042e-01
2.150000000000000000e+01,3.443046349992208155e-01
2.250000000000000000e+01,3.383913467069833980e-01
2.350000000000000000e+01,3.317476469688024343e-01
2.450000000000000000e+01,3.255751519376715586e-01
2.550000000000000000e+01,3.198568224569242613e-01
2.650000000000000000e+01,3.139527724016281662e-01
2.750000000000000000e+01,3.077107634488596144e-01
2.850000000000000000e+01,3.016838568017395361e-01
2.950000000000000000e+01,2.963937413015961808e-01
3.050000000000000000e+01,2.896890199276120903e-01
3.150000000000000000e+01,2.832371730110235242e-01
3.250000000000000000e+01,2.772728603346318876e-01
3.350000000000000000e+01,2.717523159187013593e-01
3.450000000000000000e+01,2.661840525193586715e-01
3.550000000000000000e+01,2.614653073802699623e-01
3.650000000000000000e+01,2.560558142352490352e-01
3.750000000000000000e+01,2.504823709116412722e-01
3.850000000000000000e+01,2.460413024895832801e-01
3.950000000000000000e+01,2.411768537212579944e-01
4.050000000000000000e+01,2.364276830255808426e-01
4.150000000000000000e+01,2.322385952782881902e-01
4.250000000000000000e+01,2.271608634754554157e-01
4.350000000000000000e+01,2.231874600498431616e-01
4.450000000000000000e+01,2.188010632318896920e-01
4.550000000000000000e+01,2.151320360289026568e-01
4.650000000000000000e+01,2.106593414990295676e-01
4.750000000000000000e+01,2.067998945189174487e-01
4.850000000000000000e+01,2.022795294493993368e-01
4.950000000000000000e+01,1.986347394478501505e-01
5.050000000000000000e+01,1.942157817080933657e-01
5.150000000000000000e+01,1.901839726824694210e-01
5.250000000000000000e+01,1.860059330066110017e-01
5.350000000000000000e+01,1.824907135841312700e-01
5.450000000000000000e+01,1.781036121655961979e-01
5.550000000000000000e+01,1.742527510168390414e-01
5.650000000000000000e+01,1.702108361086912547e-01
5.750000000000000000e+01,1.661174569902132414e-01
5.850000000000000000e+01,1.621052810302407721e-01
5.950000000000000000e+01,1.578795839851837579e-01
6.050000000000000000e+01,1.544964292352902502e-01
6.150000000000000000e+01,1.496048504942417701e-01
6.250000000000000000e+01,1.460449155612170979e-01
6.350000000000000000e+01,1.426289922075255623e-01
6.450000000000000000e+01,1.388812068914839493e-01
6.550000000000000000e+01,1.351795475984443329e-01
6.650000000000000000e+01,1.325177641917207050e-01
6.750000000000000000e+01,1.284325989142484914e-01
6.850000000000000000e+01,1.258607044835604316e-01
6.950000000000000000e+01,1.220471517935116795e-01
7.050000000000000000e+01,1.202599295453001260e-01
7.150000000000000000e+01,1.161475250076742655e-01
7.250000000000000000e+01,1.147403000358153125e-01
7.350000000000000000e+01,1.118333215718800844e-01
7.450000000000000000e+01,1.086015736293350353e-01
7.550000000000000000e+01,1.064951157632209322e-01
7.650000000000000000e+01,1.042058894149047038e-01
7.750000000000000000e+01,1.016106474128752740e-01
7.850000000000000000e+01,9.915868429026354625e-02
7.950000000000000000e+01,9.743573886864075051e-02
8.050000000000000000e+01,9.376033725666883811e-02
8.150000000000000000e+01,9.203135506260022580e-02
8.250000000000000000e+01,8.901911137064853763e-02
8.350000000000000000e+01,8.752481537492121100e-02
8.450000000000000000e+01,8.452793735351278592e-02
8.550000000000000000e+01,8.364327640726436364e-02
8.650000000000000000e+01,8.066469991427738240e-02
8.750000000000000000e+01,7.930698531469874968e-02
8.850000000000000000e+01,7.682980226830558868e-02
8.950000000000000000e+01,7.620311693679562848e-02
9.050000000000000000e+01,7.363840931339943330e-02
9.150000000000000000e+01,7.302677830526022040e-02
9.250000000000000000e+01,7.132318419502890749e-02
9.350000000000000000e+01,6.892556954170181438e-02
