r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,9.892567858340410858e-01,1.232775706950217903e-04
9.999999999999988898e-01,3.347448369359225286e-17,9.914754986903335787e-01,5.419004129257637441e-05
9.999999999999998890e-01,3.347448369359225286e-17,9.920768899512579786e-01,1.278592380775738467e-04
9.999999999999998890e-01,0.000000000000000000e+00,9.885122504373111685e-01,3.582316963739924664e-04
1.000000000000000000e+00,0.000000000000000000e+00,9.910250344086226626e-01,2.672142754807203344e-05
1.000000000000000222e+00,0.000000000000000000e+00,9.926588898773919256e-01,2.293121437782579247e-04
1.000000000000000222e+00,6.694896738718450572e-17,9.921518944216096703e-01,1.344785101585217052e-04
1.000000000000001998e+00,0.000000000000000000e+00,9.909899523409676503e-01,4.991525799118441795e-05
1.732050807568874973e+00,0.000000000000000000e+00,9.868690875812443641e-01,6.448598064972857979e-05
1.732050807568876971e+00,6.694896738718450572e-17,9.894904112927052076e-01,4.926312725391314879e-05
1.732050807568877193e+00,0.000000000000000000e+00,9.879957805238273050e-01,1.937059133863818991e-04
1.732050807568877193e+00,6.694896738718450572e-17,9.908565757839529198e-01,3.231883436025450944e-04
1.732050807568878303e+00,2.008469021615535172e-16,9.894390197186434532e-01,8.630301508506374919e-05
1.732050807568878525e+00,0.000000000000000000e+00,9.888093716981106729e-01,2.931739536418713965e-05
1.732050807568882078e+00,0.000000000000000000e+00,9.873939029275969892e-01,1.230012966889984798e-04
1.999999999999997780e+00,6.694896738718450572e-17,9.870177389617336150e-01,5.519294055007975118e-05
1.999999999999999778e+00,6.694896738718450572e-17,9.889951292552356943e-01,6.556850210692184266e-05
1.999999999999999778e+00,0.000000000000000000e+00,9.863299403513522412e-01,2.687693041056438527e-04
2.000000000000000000e+00,0.000000000000000000e+00,9.874532554644219751e-01,3.777354928385141407e-05
2.000000000000000444e+00,0.000000000000000000e+00,9.882385473487516059e-01,1.252368936028856489e-04
2.000000000000000444e+00,1.338979347743690114e-16,9.889064238798440654e-01,5.183962315589299912e-05
2.000000000000003997e+00,0.000000000000000000e+00,9.872728696269970072e-01,8.265933718220570901e-05
2.645751311064583167e+00,1.338979347743690114e-16,9.853158085472959460e-01,9.720255355065881338e-04
2.645751311064586719e+00,1.338979347743690114e-16,9.870368946322312098e-01,2.882399599279853830e-04
2.645751311064589384e+00,1.338979347743690114e-16,9.853199038253084296e-01,6.390954306899679620e-05
2.645751311064589828e+00,0.000000000000000000e+00,9.871521136877080549e-01,2.508135885641158054e-04
2.645751311064590272e+00,0.000000000000000000e+00,9.878225104944401425e-01,3.736462795266014980e-05
2.645751311064590272e+00,1.338979347743690114e-16,9.864295841884330729e-01,7.647308344395753845e-05
2.645751311064592048e+00,1.338979347743690114e-16,9.870743821691764230e-01,3.333015172735385366e-05
2.645751311064592937e+00,1.338979347743690114e-16,9.830843480931144018e-01,2.414579651796359646e-04
2.645751311064593825e+00,0.000000000000000000e+00,9.858749614067696676e-01,8.297990944462116630e-05
2.645751311064593825e+00,1.338979347743690114e-16,9.839837675190018507e-01,4.234924337982730498e-04
2.999999999999993339e+00,2.677958695487380229e-16,9.853717510587082229e-01,7.147253279503485573e-04
2.999999999999996891e+00,0.000000000000000000e+00,9.866964412889228653e-01,2.597877753570681939e-04
2.999999999999999556e+00,2.677958695487380229e-16,9.863272706419828895e-01,3.682513735300546468e-04
2.999999999999999556e+00,0.000000000000000000e+00,9.862620856512450684e-01,2.609296955068878899e-04
3.000000000000000000e+00,0.000000000000000000e+00,9.857842372222787031e-01,4.091279458939505831e-05
3.000000000000000444e+00,1.338979347743690114e-16,9.867488707159881578e-01,3.573403348922433759e-04
3.000000000000001332e+00,1.338979347743690114e-16,9.808942525614557928e-01,3.227810264137544421e-04
3.000000000000003109e+00,0.000000000000000000e+00,9.852229022100129630e-01,2.608660303147525587e-04
3.464101615137749945e+00,0.000000000000000000e+00,9.835559751001873297e-01,7.044380365476555475e-05
3.464101615137753942e+00,1.338979347743690114e-16,9.850513481167257890e-01,5.566645507349772304e-05
3.464101615137754386e+00,0.000000000000000000e+00,9.859622287607698876e-01,1.267998825662020089e-04
3.464101615137754386e+00,1.338979347743690114e-16,9.871349816010362987e-01,1.517845659801263410e-04
3.464101615137756607e+00,4.016938043231070343e-16,9.867796711667490284e-01,2.158125599872123352e-05
3.464101615137757051e+00,0.000000000000000000e+00,9.839026326461568495e-01,3.979575994711082905e-05
3.605551275463983352e+00,2.677958695487380229e-16,9.834157440959863106e-01,3.520485358923294687e-04
3.605551275463985128e+00,1.338979347743690114e-16,9.835447393802837501e-01,9.905800486468131598e-05
3.605551275463987349e+00,1.338979347743690114e-16,9.858412038350881090e-01,3.032474871611913567e-04
