step,energy_per_site
0.000000000000000000e+00,5.372214788020753806e-01
1.000000000000000000e+06,9.188793642544064444e-02
2.000000000000000000e+06,8.363241224627039616e-02
3.000000000000000000e+06,7.952709026674531501e-02
4.000000000000000000e+06,7.546120875432012209e-02
5.000000000000000000e+06,7.615092281615470915e-02
6.000000000000000000e+06,7.572997375866527547e-02
7.000000000000000000e+06,7.582622966289290223e-02
8.000000000000000000e+06,7.667320221685350323e-02
9.000000000000000000e+06,7.640205318403892054e-02
1.000000000000000000e+07,7.677293792920820981e-02
