r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,8.489156651149504240e-01,1.409246285059682306e-03
1.938934911242604642e+00,8.190154079080289584e-01,1.602289472841736265e-03
2.885680473372783439e+00,8.019644608780186479e-01,1.701968527623987353e-03
3.817278106508876334e+00,7.902355452208894571e-01,1.764115765688092051e-03
4.733727810650883328e+00,7.807446793784428296e-01,1.943409250878247105e-03
5.635029585798818630e+00,7.726092749571901175e-01,1.559506005155190077e-03
6.521183431952664478e+00,7.630316094760813961e-01,1.793810422838193128e-03
7.392189349112427976e+00,7.534750539975877404e-01,1.744049088916268999e-03
8.248047337278105573e+00,7.454968911150391397e-01,1.658742320864999877e-03
9.088757396449704373e+00,7.412292591821512122e-01,1.374668812465914538e-03
9.914319526627220824e+00,7.346833183208638651e-01,1.311710836159846010e-03
1.072473372781065137e+01,7.303137780199431273e-01,1.256542405047781155e-03
1.151999999999999602e+01,7.252115738171778236e-01,1.697632647198584789e-03
1.230011834319526542e+01,7.206587255403688053e-01,1.668988724992134841e-03
1.306508875739645248e+01,7.200216512041580641e-01,1.559853208164445251e-03
1.381491124260355008e+01,7.113381242037098984e-01,1.369964489617681459e-03
1.454958579881656533e+01,7.048164448821064854e-01,1.311833572806620808e-03
1.526911242603550534e+01,6.995437680477770703e-01,1.295660646935945046e-03
1.597349112426035944e+01,6.940317664353599092e-01,1.779492261918532141e-03
1.666272189349112409e+01,6.907201653464363211e-01,1.904062416496487458e-03
1.733680473372780995e+01,6.839139819948170107e-01,1.841775955468969057e-03
1.799573964497041345e+01,6.777072429167837475e-01,1.986325156234525907e-03
1.863952662721893816e+01,6.727586161547116639e-01,1.899353084583093459e-03
1.926816568047337341e+01,6.757354417404278779e-01,1.847423313971633578e-03
1.988165680473372632e+01,6.643436784796880046e-01,1.420520701746002439e-03
2.048000000000000043e+01,6.608098735571753535e-01,1.470236257013476239e-03
2.106319526627219219e+01,6.676126291155312087e-01,1.914765082415516165e-03
2.163124260355029804e+01,6.520084870369809993e-01,1.581612937877799113e-03
2.218414201183431800e+01,6.477046589497165163e-01,1.871738849445659606e-03
2.272189349112426271e+01,6.516792668648574427e-01,2.205588421284166486e-03
2.324449704142012152e+01,6.375352376604797033e-01,2.240082056284149661e-03
2.375195266272189443e+01,6.439379073716943180e-01,2.478366796133133019e-03
2.424426035502958499e+01,6.266362500551498904e-01,2.689167692974104001e-03
2.472142011834319675e+01,6.199546933942663429e-01,2.731422642107298165e-03
2.518343195266272261e+01,6.231619622426685101e-01,2.533783859672397894e-03
2.563029585798816612e+01,6.084097067306299955e-01,2.761146833589619119e-03
2.606201183431952728e+01,6.090370980804163947e-01,2.560076462450457807e-03
2.647857988165680609e+01,6.036542561273015028e-01,2.735582600318309243e-03
2.688000000000000256e+01,5.872581003932014765e-01,2.857423799948242624e-03
2.726627218934911312e+01,5.825083439126176321e-01,3.914161046353716207e-03
2.763739644970414133e+01,5.685240274037716146e-01,2.581363261928186752e-03
2.799337278106509075e+01,5.630297438054403525e-01,3.601781420971544162e-03
2.833420118343195426e+01,5.446054062210047286e-01,3.530665194843396297e-03
2.865988165680473543e+01,5.496645955802345052e-01,2.718218332807176025e-03
2.897041420118343069e+01,5.263936258353916209e-01,4.081870193347422737e-03
2.926579881656804716e+01,5.133113318082220822e-01,3.685956031565317415e-03
2.954603550295858128e+01,5.194294577344673591e-01,3.262007654923597053e-03
2.981112426035502949e+01,5.025438885077847528e-01,3.340583772097124784e-03
3.006106508875739536e+01,5.051335652589202807e-01,4.263445448372083640e-03
3.029585798816568243e+01,4.785248741765091296e-01,3.291687544301067497e-03
3.051550295857988360e+01,5.056832338125689663e-01,3.506719502340838353e-03
3.071999999999999886e+01,4.841175941228359481e-01,3.865418156106528984e-03
3.090934911242603533e+01,4.531058263612436354e-01,4.541294660912359102e-03
3.108355029585798945e+01,4.623772511044753619e-01,4.673928140312809919e-03
3.124260355029585767e+01,4.698254005219296148e-01,5.068908924763135433e-03
3.138650887573964710e+01,4.531333487456727371e-01,4.506795241542943704e-03
3.151526627218935062e+01,4.630017753625837451e-01,5.184114273741374269e-03
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,4.524446968177600059e-01,4.634505639495057304e-03
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,4.549704239296489816e-01,5.022589239264550927e-03
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,3.855156779698276637e-01,1.292973449479161221e-02
