r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.884021392945143702e-01,9.187471398158020275e-01,6.219712278981467772e-04
1.969112433147053309e+00,8.955308412200563284e-01,8.488545988325599430e-04
2.942130881557602606e+00,8.818235246502081903e-01,1.246413109479229970e-03
3.907457484526176472e+00,8.720971622499438247e-01,1.539536736205475691e-03
4.865092242052753591e+00,8.646606154393201571e-01,1.832029415754776952e-03
5.815035154137369489e+00,8.582529493726591685e-01,2.078019422141452830e-03
6.757286220780002850e+00,8.523588929579613005e-01,2.261737206020204144e-03
7.691845441980646569e+00,8.471783557293001143e-01,2.362443374108208483e-03
8.618712817739321963e+00,8.431034571390340071e-01,2.459059833784002762e-03
9.537888348056007715e+00,8.385921860146208218e-01,2.642694338852454895e-03
1.044937203293071804e+01,8.349759225265167562e-01,3.068325305283948947e-03
1.135316387236343161e+01,8.319437589853555526e-01,3.415317599348327657e-03
1.224926386635418396e+01,8.289418811024523714e-01,3.666606070043265230e-03
1.313767201490294667e+01,8.261661954637867789e-01,3.848129916669497733e-03
1.401838831800973395e+01,8.241343912636919233e-01,4.029070763987714285e-03
1.489141277567453869e+01,8.219321876616729750e-01,4.174135628142955877e-03
1.575674538789736090e+01,8.200234694301655747e-01,4.385804839117807448e-03
1.661438615467820767e+01,8.181526306398565485e-01,4.665107471261645093e-03
1.746433507601707191e+01,8.160825718746733681e-01,5.015435781920557327e-03
1.830659215191395361e+01,8.142710331761476850e-01,5.417245761366506519e-03
1.914115738236885278e+01,8.126790490647515242e-01,5.824706828405974701e-03
1.996803076738176230e+01,8.111076884629896400e-01,6.207970821034546928e-03
2.078721230695270350e+01,8.100376466139381781e-01,6.672327589340954108e-03
2.159870200108166216e+01,8.087038709951348547e-01,7.160849563768108966e-03
2.240249984976864539e+01,8.070870107324696896e-01,7.549091593217684137e-03
2.319860585301364608e+01,8.058000908483665681e-01,7.916859983923340421e-03
2.398702001081665003e+01,8.043755116254490689e-01,8.268906764232407738e-03
2.476774232317768565e+01,8.029333865887331445e-01,8.682628480513458410e-03
2.554077279009674584e+01,8.016941040280197717e-01,9.015764084888560487e-03
2.630611141157382349e+01,8.002097925829397829e-01,9.323782239282422946e-03
2.706375818760891860e+01,7.991895783240614559e-01,9.498587358165255443e-03
2.781371311820203118e+01,7.982253900755542642e-01,9.791559187573526182e-03
2.855597620335316833e+01,7.966103074571538878e-01,9.940462690326600306e-03
2.929054744306231584e+01,7.949973692508063294e-01,1.023099038995444778e-02
3.001742683732948791e+01,7.933452983763426003e-01,1.048192355878887691e-02
3.073661438615468455e+01,7.917491346001167551e-01,1.074920274789152932e-02
3.144811008953789155e+01,7.901286140451608819e-01,1.106883626081720147e-02
3.215191394747911602e+01,7.895045551285438945e-01,1.129332941769800071e-02
3.284802595997836505e+01,7.869096878195431799e-01,1.157661826460002798e-02
3.353644612703563155e+01,7.854889332552018599e-01,1.191508904779972969e-02
3.421717444865092261e+01,7.841235817716931678e-01,1.212645903936775994e-02
3.489021092482423114e+01,7.831006346949055397e-01,1.239711743562057350e-02
3.555555555555555003e+01,7.818396472768993632e-01,1.263378202088443099e-02
3.621320834084490059e+01,7.799099967530132016e-01,1.280617331395077219e-02
3.686316928069226151e+01,7.784332197470046344e-01,1.293409304109718883e-02
3.750543837509764700e+01,7.772147443556530755e-01,1.315480049550605580e-02
3.814001562406104995e+01,7.757671878569269985e-01,1.329381784267593541e-02
3.876690102758247747e+01,7.744074963622087360e-01,1.366841214944173460e-02
3.938609458566192245e+01,7.731134994014717821e-01,1.371373967972260542e-02
3.999759629829938490e+01,7.721739946762062878e-01,1.377059475536758677e-02
4.060140616549486481e+01,7.710589048811856694e-01,1.400205218988745740e-02
4.119752418724836218e+01,7.697961590456161574e-01,1.410347053849493951e-02
4.178595036355989123e+01,7.687979775891001788e-01,1.391068450477179856e-02
4.236668469442942353e+01,7.679780177269712738e-01,1.420536374206770626e-02
4.293972717985697329e+01,7.666898306997103063e-01,1.416914208349714932e-02
4.350507781984255473e+01,7.656894454078619905e-01,1.407795342914724968e-02
4.406273661438615363e+01,7.647942380444668897e-01,1.402023055833995571e-02
4.461270356348777000e+01,7.635891109642706231e-01,1.396011677985554283e-02
4.515497866714740383e+01,7.632764149739347248e-01,1.386874978872821434e-02
4.568956192536505512e+01,7.620955704826845034e-01,1.382078675760015085e-02
4.621645333814073808e+01,7.613923526786786633e-01,1.390849374745351495e-02
4.673565290547442430e+01,7.609953628717012197e-01,1.364106130156981372e-02
4.724716062736614219e+01,7.599777095261306403e-01,1.364087794628531664e-02
4.775097650381587755e+01,7.596007122246587473e-01,1.373543202967350378e-02
4.824710053482363037e+01,7.586125106841262733e-01,1.349440861639618870e-02
4.873553272038940065e+01,7.582819585641928928e-01,1.390131405571257313e-02
4.921627306051318840e+01,7.586101027893858983e-01,1.350772391607061793e-02
4.968932155519500071e+01,7.569431952938513453e-01,1.414926288051692772e-02
5.015467820443483049e+01,7.590078566079826450e-01,1.345267072175315368e-02
5.061234300823267773e+01,7.567657571370348668e-01,1.425272541687197178e-02
5.106231596658854244e+01,7.586428340971488327e-01,1.351293021551773325e-02
5.150459707950243171e+01,7.556743850325823297e-01,1.457637353765030459e-02
5.193918634697433845e+01,7.588783345184217932e-01,1.358939915524301836e-02
5.236608376900426975e+01,7.550927110615284210e-01,1.477040594853585437e-02
5.278528934559221142e+01,7.581465017481068269e-01,1.362354367726192027e-02
5.319680307673817765e+01,7.549061642097442126e-01,1.467523066350466705e-02
5.360062496244215424e+01,7.597924119864631898e-01,1.327535368570081226e-02
5.399675500270416251e+01,7.537831776634542624e-01,1.475782616118571748e-02
5.438519319752418824e+01,7.575296878129565981e-01,1.364345770719379257e-02
5.476593954690223143e+01,7.540410508825023950e-01,1.441582701398713001e-02
5.513899405083829208e+01,7.579161658781142785e-01,1.344352664799814204e-02
5.550435670933237020e+01,7.564988734333364384e-01,1.382395725563942239e-02
5.586202752238447289e+01,7.541145645818649879e-01,1.397037635470743146e-02
5.621200648999459304e+01,7.595251026774536562e-01,1.306418315301370939e-02
5.655429361216273065e+01,7.547632019051782049e-01,1.377918104658467160e-02
5.688888888888888573e+01,7.554332541005462920e-01,1.308523910416334833e-02
5.721579232017306538e+01,7.580684009032302439e-01,1.313012056721086715e-02
5.753500390601526249e+01,7.506306106825204605e-01,1.400633973379459066e-02
5.784652364641547706e+01,7.559752624322181314e-01,1.280527929560310030e-02
5.815035154137371620e+01,7.567390574329253550e-01,1.287974496519768593e-02
