index,energy_per_site
0.000000000000000000e+00,-2.969636413067977543e-01
1.000000000000000000e+00,-2.732851466599109713e+00
2.000000000000000000e+00,-2.727793029512673773e+00
3.000000000000000000e+00,-2.727959467197484500e+00
4.000000000000000000e+00,-2.729891334593443464e+00
5.000000000000000000e+00,-2.739158688014920795e+00
6.000000000000000000e+00,-2.735560048313546044e+00
7.000000000000000000e+00,-2.730354798497846236e+00
8.000000000000000000e+00,-2.736631033045971328e+00
9.000000000000000000e+00,-2.727578422448650564e+00
