index,energy_per_site
0.000000000000000000e+00,5.086343456972173271e-01
1.000000000000000000e+00,6.339604636921224168e-02
2.000000000000000000e+00,6.190696591885134353e-02
3.000000000000000000e+00,6.300525293560726992e-02
4.000000000000000000e+00,6.243822819735965479e-02
5.000000000000000000e+00,6.186358939489900594e-02
6.000000000000000000e+00,6.271633357439077017e-02
7.000000000000000000e+00,6.250003502468726158e-02
8.000000000000000000e+00,6.251666355493318283e-02
9.000000000000000000e+00,6.240405068897382501e-02
