index,energy_per_site
0.000000000000000000e+00,5.272807989279260088e-01
1.000000000000000000e+00,3.095872360057040362e-01
2.000000000000000000e+00,3.096733659057838706e-01
3.000000000000000000e+00,3.041571114724170855e-01
4.000000000000000000e+00,3.057365870647780204e-01
5.000000000000000000e+00,3.090704251239423384e-01
6.000000000000000000e+00,3.065644004347972684e-01
7.000000000000000000e+00,3.096281841031527926e-01
8.000000000000000000e+00,3.096914829863740559e-01
9.000000000000000000e+00,3.118364461839671642e-01
