r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,4.057358706276428251e-01,4.612143262690139578e-03
1.938934911242604642e+00,4.025373718449193339e-01,4.198925400138171782e-03
2.885680473372783439e+00,4.017186791010904923e-01,5.884672028754698789e-03
3.817278106508876334e+00,4.004016721231695164e-01,6.534034855089443025e-03
4.733727810650883328e+00,4.007912189649856516e-01,5.068255763895602832e-03
5.635029585798818630e+00,4.031889594528193510e-01,5.311096945773586576e-03
6.521183431952664478e+00,4.016945416045973882e-01,5.200030779115012540e-03
7.392189349112427976e+00,3.991828370825983296e-01,5.607764475468563284e-03
8.248047337278105573e+00,3.963020979692380985e-01,6.176106261666689835e-03
9.088757396449704373e+00,3.955145027147262682e-01,5.791383812289072584e-03
9.914319526627220824e+00,3.963522403575351905e-01,6.472215104326263686e-03
1.072473372781065137e+01,3.945392411902925445e-01,6.896770835868928744e-03
1.151999999999999602e+01,3.955930922642432179e-01,5.970819074297648368e-03
1.230011834319526542e+01,3.964664392674395188e-01,6.406364250151684418e-03
1.306508875739645248e+01,3.967845780862001570e-01,6.396159537328997488e-03
1.381491124260355008e+01,3.976580431202774712e-01,5.558092714897783053e-03
1.454958579881656533e+01,3.980286699800985040e-01,5.654418328701143158e-03
1.526911242603550534e+01,3.995520590353114909e-01,4.657225057714499926e-03
1.597349112426035944e+01,4.040070700779760937e-01,5.666319359973978967e-03
1.666272189349112409e+01,4.013743091715015754e-01,5.238940145316183655e-03
1.733680473372780995e+01,4.025340521561257545e-01,5.827744015757361715e-03
1.799573964497041345e+01,4.019597654334149950e-01,5.458978203967190107e-03
1.863952662721893816e+01,4.068459629572707681e-01,4.932943912534295053e-03
1.926816568047337341e+01,4.067641830662563351e-01,4.914019696754124387e-03
1.988165680473372632e+01,4.058424486270096332e-01,4.822695327166081659e-03
2.048000000000000043e+01,4.095017696797821904e-01,5.012577759222817259e-03
2.106319526627219219e+01,4.103353746894101151e-01,4.759695456416959333e-03
2.163124260355029804e+01,4.042777814197480724e-01,4.605512956533795721e-03
2.218414201183431800e+01,4.093600874501179265e-01,4.279314939146077953e-03
2.272189349112426271e+01,4.110262055028617301e-01,4.055737772384555850e-03
2.324449704142012152e+01,4.042701994404038768e-01,4.211211347349042185e-03
2.375195266272189443e+01,4.063663666638118732e-01,5.255144242238067934e-03
2.424426035502958499e+01,4.027813035958554000e-01,4.199301549029867478e-03
2.472142011834319675e+01,4.013093759451480946e-01,5.561798854419138481e-03
2.518343195266272261e+01,4.099712431638475874e-01,3.843458247062971761e-03
2.563029585798816612e+01,4.029576589409989418e-01,5.160484949710946942e-03
2.606201183431952728e+01,4.072821538630704286e-01,3.928503274315476440e-03
2.647857988165680609e+01,4.013732187572884857e-01,5.930383735077061728e-03
2.688000000000000256e+01,3.987679753083587797e-01,5.980258178748023776e-03
2.726627218934911312e+01,4.054095093921274429e-01,5.761599356592954010e-03
2.763739644970414133e+01,3.911348400308667927e-01,5.351564529032184006e-03
2.799337278106509075e+01,4.018067276830317169e-01,5.156382217053567113e-03
2.833420118343195426e+01,4.021749197515625540e-01,4.790983211075187237e-03
2.865988165680473543e+01,3.870665340229189622e-01,4.253805577248573853e-03
2.897041420118343069e+01,3.904116288242690525e-01,7.713106306333861011e-03
2.926579881656804716e+01,3.915174392422434702e-01,4.679447586568530500e-03
2.954603550295858128e+01,3.852478889003573825e-01,5.878972248405322024e-03
2.981112426035502949e+01,3.920373514827815709e-01,8.274154418442827841e-03
3.006106508875739536e+01,3.870093448833113459e-01,7.735552675208957896e-03
3.029585798816568243e+01,3.909978893802840139e-01,4.647019780593284952e-03
3.051550295857988360e+01,3.745074419192881976e-01,5.830445334540548981e-03
3.071999999999999886e+01,3.808088882024536770e-01,8.137158949427887242e-03
3.090934911242603533e+01,3.668507441522774193e-01,1.100444947318821726e-02
3.108355029585798945e+01,3.857974069432687503e-01,5.912642011835550840e-03
3.124260355029585767e+01,3.959299107037310139e-01,9.573128268372697522e-03
3.138650887573964710e+01,3.699575022357844412e-01,9.908075795751970088e-03
3.151526627218935062e+01,3.802367113724673953e-01,9.876411913705026441e-03
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,3.981091260175773638e-01,8.761987571879270228e-03
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,3.777902278826233973e-01,1.363883016735758548e-02
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,3.781199934962277132e-01,1.007923537884756679e-02
