index,energy_per_site
0.000000000000000000e+00,8.449056921921824226e-02
1.000000000000000000e+00,5.938970693448313021e-02
2.000000000000000000e+00,5.981277188096414260e-02
3.000000000000000000e+00,6.273058210983768757e-02
4.000000000000000000e+00,6.385930544616434668e-02
5.000000000000000000e+00,6.244535317117902440e-02
6.000000000000000000e+00,6.320998260671042979e-02
7.000000000000000000e+00,6.331488543186729323e-02
8.000000000000000000e+00,6.152199640621652810e-02
9.000000000000000000e+00,5.826651759122772334e-02
