index,energy_per_site
0.000000000000000000e+00,-2.747968792444123176e-01
1.000000000000000000e+00,-2.622326007700164663e+00
2.000000000000000000e+00,-2.614264618633874271e+00
3.000000000000000000e+00,-2.614655848560615947e+00
4.000000000000000000e+00,-2.614468647520336031e+00
5.000000000000000000e+00,-2.611957801264742418e+00
6.000000000000000000e+00,-2.621079083800943454e+00
7.000000000000000000e+00,-2.627696278917303285e+00
8.000000000000000000e+00,-2.607255548667250178e+00
9.000000000000000000e+00,-2.615070612047017296e+00
