index,energy_per_site
0.000000000000000000e+00,-7.365156209840847956e-02
1.000000000000000000e+00,-1.574876795122686080e+00
2.000000000000000000e+00,-1.598271158787687662e+00
3.000000000000000000e+00,-1.568186631080519255e+00
4.000000000000000000e+00,-1.439766237116189673e+00
5.000000000000000000e+00,-1.500881562763836552e+00
6.000000000000000000e+00,-1.660923805132800135e+00
7.000000000000000000e+00,-1.730179955959910032e+00
8.000000000000000000e+00,-1.568059601048772400e+00
9.000000000000000000e+00,-1.689952485814311123e+00
