index,energy_per_site
0.000000000000000000e+00,4.762957834423938164e-01
1.000000000000000000e+00,2.749563752756569723e-01
2.000000000000000000e+00,2.805100037524961287e-01
3.000000000000000000e+00,2.956649792038310576e-01
4.000000000000000000e+00,2.891349233360726023e-01
5.000000000000000000e+00,2.567909735376577851e-01
6.000000000000000000e+00,2.551725017790117400e-01
7.000000000000000000e+00,2.732878838169215396e-01
8.000000000000000000e+00,2.860462753410017989e-01
9.000000000000000000e+00,2.691808604326599852e-01
