index,energy_per_site
0.000000000000000000e+00,5.043539792432588653e-01
1.000000000000000000e+00,2.101092471111436766e-01
2.000000000000000000e+00,2.210944133126399591e-01
3.000000000000000000e+00,2.159857126893594270e-01
4.000000000000000000e+00,2.183778997602081884e-01
5.000000000000000000e+00,2.169834442445904010e-01
6.000000000000000000e+00,2.266107745722677758e-01
7.000000000000000000e+00,2.010402523545943287e-01
8.000000000000000000e+00,2.128207075336971399e-01
9.000000000000000000e+00,2.219300780124934258e-01
