step,energy_per_site
0.000000000000000000e+00,5.299296902721774005e-01
5.000000000000000000e+05,2.767016194677613394e-01
1.000000000000000000e+06,2.911953023214365333e-01
1.500000000000000000e+06,2.958385307784540674e-01
2.000000000000000000e+06,3.122204710775707825e-01
2.500000000000000000e+06,2.942325963588231508e-01
3.000000000000000000e+06,3.020020438910961946e-01
3.500000000000000000e+06,3.112759421932946857e-01
4.000000000000000000e+06,2.903855431442473600e-01
4.500000000000000000e+06,2.840203343332717290e-01
5.000000000000000000e+06,2.984457063983783076e-01
