x,y,theta
0.000000000000000000e+00,0.000000000000000000e+00,4.482683151244549746e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.195292515812137468e-01
2.000000000000000000e+00,0.000000000000000000e+00,-3.990363750828643807e-01
3.000000000000000000e+00,0.000000000000000000e+00,5.010772184121657924e-01
4.000000000000000000e+00,0.000000000000000000e+00,5.079398716246340539e-01
5.000000000000000000e+00,0.000000000000000000e+00,-9.711195261091876141e-02
6.000000000000000000e+00,0.000000000000000000e+00,4.868603464718875840e-01
7.000000000000000000e+00,0.000000000000000000e+00,-2.310689484195953547e-01
8.000000000000000000e+00,0.000000000000000000e+00,-4.009783892915951276e-01
9.000000000000000000e+00,0.000000000000000000e+00,-4.904412780824340956e-02
1.000000000000000000e+01,0.000000000000000000e+00,1.569647192988974371e-01
1.100000000000000000e+01,0.000000000000000000e+00,5.003020824973191116e-01
1.200000000000000000e+01,0.000000000000000000e+00,-5.712782446036818174e-02
1.300000000000000000e+01,0.000000000000000000e+00,3.756703273562110867e-01
1.400000000000000000e+01,0.000000000000000000e+00,2.383240554878857109e-01
1.500000000000000000e+01,0.000000000000000000e+00,1.566471497001485913e-01
1.600000000000000000e+01,0.000000000000000000e+00,-1.089925611740290012e-01
1.700000000000000000e+01,0.000000000000000000e+00,4.933091103603393091e-02
1.800000000000000000e+01,0.000000000000000000e+00,4.643414616960244157e-01
1.900000000000000000e+01,0.000000000000000000e+00,3.883938458627581580e-01
2.000000000000000000e+01,0.000000000000000000e+00,-4.029876751568760573e-01
2.100000000000000000e+01,0.000000000000000000e+00,3.777867665041101386e-01
2.200000000000000000e+01,0.000000000000000000e+00,1.526523652348105164e-01
2.300000000000000000e+01,0.000000000000000000e+00,-1.826870272089036185e-01
2.400000000000000000e+01,0.000000000000000000e+00,4.894557422401856206e-01
2.500000000000000000e+01,0.000000000000000000e+00,4.394398493854473342e-01
2.600000000000000000e+01,0.000000000000000000e+00,-5.575395748021239051e-03
2.700000000000000000e+01,0.000000000000000000e+00,4.051257622420436633e-01
2.800000000000000000e+01,0.000000000000000000e+00,1.343293395608528007e-01
2.900000000000000000e+01,0.000000000000000000e+00,2.329982990445466084e-01
3.000000000000000000e+01,0.000000000000000000e+00,-1.181436439468117605e-01
3.100000000000000000e+01,0.000000000000000000e+00,-5.797623855732286779e-02
5.000000000000000000e-01,8.660254037844385966e-01,2.766055363285289115e-01
1.500000000000000000e+00,8.660254037844385966e-01,-7.786965061469852678e-02
2.500000000000000000e+00,8.660254037844385966e-01,-4.237161657704019424e-01
3.500000000000000000e+00,8.660254037844385966e-01,-1.850212237721610142e-01
4.500000000000000000e+00,8.660254037844385966e-01,2.022484498121669416e-01
5.500000000000000000e+00,8.660254037844385966e-01,2.021915290185882785e-01
6.500000000000000000e+00,8.660254037844385966e-01,-2.269623859917557773e-01
7.500000000000000000e+00,8.660254037844385966e-01,2.369160233111100577e-02
8.500000000000000000e+00,8.660254037844385966e-01,3.647426747989572782e-01
9.500000000000000000e+00,8.660254037844385966e-01,3.630361009756609691e-01
1.050000000000000000e+01,8.660254037844385966e-01,1.232967010219612192e-01
1.150000000000000000e+01,8.660254037844385966e-01,-3.589884168651509833e-01
1.250000000000000000e+01,8.660254037844385966e-01,-1.820091569172030410e-01
1.350000000000000000e+01,8.660254037844385966e-01,8.185245127367590801e-02
1.450000000000000000e+01,8.660254037844385966e-01,9.072391062864848532e-02
1.550000000000000000e+01,8.660254037844385966e-01,1.932034236096263902e-01
1.650000000000000000e+01,8.660254037844385966e-01,-2.684686816945552890e-01
1.750000000000000000e+01,8.660254037844385966e-01,1.858161025287675683e-01
1.850000000000000000e+01,8.660254037844385966e-01,3.608854069203811799e-01
1.950000000000000000e+01,8.660254037844385966e-01,4.772995464486625705e-01
2.050000000000000000e+01,8.660254037844385966e-01,-3.816037159295921910e-01
2.150000000000000000e+01,8.660254037844385966e-01,-1.675843987602577134e-01
2.250000000000000000e+01,8.660254037844385966e-01,1.726854270599548213e-01
2.350000000000000000e+01,8.660254037844385966e-01,2.812511378993562960e-01
2.450000000000000000e+01,8.660254037844385966e-01,4.060481944837213142e-03
2.550000000000000000e+01,8.660254037844385966e-01,2.274473697313003084e-01
2.650000000000000000e+01,8.660254037844385966e-01,2.665517197644130531e-01
2.750000000000000000e+01,8.660254037844385966e-01,-4.195303823888820172e-01
2.850000000000000000e+01,8.660254037844385966e-01,-2.320804159768790620e-01
2.950000000000000000e+01,8.660254037844385966e-01,-2.505082595544688706e-02
3.050000000000000000e+01,8.660254037844385966e-01,-1.191379183825157506e-01
3.150000000000000000e+01,8.660254037844385966e-01,1.383036836853741569e-01
0.000000000000000000e+00,1.732050807568877193e+00,-4.128898847344338874e-01
1.000000000000000000e+00,1.732050807568877193e+00,1.163389353804373805e-01
2.000000000000000000e+00,1.732050807568877193e+00,8.422043735652362528e-02
3.000000000000000000e+00,1.732050807568877193e+00,4.205848012729295204e-01
4.000000000000000000e+00,1.732050807568877193e+00,-1.035773227137970487e-02
5.000000000000000000e+00,1.732050807568877193e+00,3.393689724465310809e-01
