r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,8.646323626030685272e-01,1.256437124007536233e-03
9.999999999999988898e-01,3.347448369359225286e-17,8.715534900542425412e-01,1.152186201473271148e-03
9.999999999999998890e-01,3.347448369359225286e-17,8.457992724395005935e-01,1.500775907320682110e-03
9.999999999999998890e-01,0.000000000000000000e+00,7.768518823752550428e-01,4.431408760225191354e-03
1.000000000000000000e+00,0.000000000000000000e+00,8.640091352030064842e-01,5.513911847949130212e-04
1.000000000000000222e+00,0.000000000000000000e+00,8.822852275567334424e-01,1.727554877150840962e-03
1.000000000000000222e+00,6.694896738718450572e-17,8.740370708454702209e-01,6.618783473968218884e-04
1.000000000000001998e+00,0.000000000000000000e+00,8.668918815666267763e-01,8.537885841261986554e-04
1.732050807568874973e+00,0.000000000000000000e+00,8.325800487151687745e-01,4.886272058220195256e-04
1.732050807568876971e+00,6.694896738718450572e-17,8.356673318536046446e-01,9.555352077381706107e-04
1.732050807568877193e+00,0.000000000000000000e+00,7.836466279815020863e-01,2.247044070635952941e-03
1.732050807568877193e+00,6.694896738718450572e-17,8.501088942465719889e-01,3.549721336887587311e-03
1.732050807568878303e+00,2.008469021615535172e-16,8.347703359554755620e-01,1.303102109031145867e-03
1.732050807568878525e+00,0.000000000000000000e+00,8.326134516615070202e-01,8.192372321570022846e-04
1.732050807568882078e+00,0.000000000000000000e+00,8.251553030871633387e-01,2.200465655048965130e-03
1.999999999999997780e+00,6.694896738718450572e-17,8.253553684574321814e-01,6.532185798595924230e-04
1.999999999999999778e+00,6.694896738718450572e-17,8.339666382655473997e-01,1.111824160527056030e-03
1.999999999999999778e+00,0.000000000000000000e+00,7.221947096589356185e-01,3.193208858710902195e-03
2.000000000000000000e+00,0.000000000000000000e+00,8.207749438836310363e-01,5.484044195385714754e-04
2.000000000000000444e+00,0.000000000000000000e+00,7.798423137075375378e-01,3.462605320806185979e-03
2.000000000000000444e+00,1.338979347743690114e-16,8.241936842711731215e-01,7.745004485122247706e-04
2.000000000000003997e+00,0.000000000000000000e+00,8.228199407340102134e-01,1.315079328663244871e-03
2.645751311064583167e+00,1.338979347743690114e-16,8.247991387686801623e-01,4.695235286429307216e-03
2.645751311064586719e+00,1.338979347743690114e-16,7.821350940822088260e-01,2.399792768177656452e-03
2.645751311064589384e+00,1.338979347743690114e-16,8.082595730949416746e-01,5.601986967201361524e-04
2.645751311064589828e+00,0.000000000000000000e+00,7.809750825654908635e-01,2.216599470285658159e-03
2.645751311064590272e+00,0.000000000000000000e+00,8.161432337697821504e-01,6.764191548284141306e-04
2.645751311064590272e+00,1.338979347743690114e-16,7.975973831003316805e-01,7.870121196578613301e-04
2.645751311064592048e+00,1.338979347743690114e-16,8.097311873322539100e-01,3.098660648885964534e-04
2.645751311064592937e+00,1.338979347743690114e-16,8.050335005342114103e-01,2.612744148218478901e-03
2.645751311064593825e+00,0.000000000000000000e+00,8.145729454412709014e-01,1.282016964203511059e-03
2.645751311064593825e+00,1.338979347743690114e-16,8.794207786683493344e-01,4.481370594712246608e-03
