index,energy_per_site
0.000000000000000000e+00,-1.524057580232768827e-01
1.000000000000000000e+00,-1.985464558341220931e+00
2.000000000000000000e+00,-1.998103119755282542e+00
3.000000000000000000e+00,-1.979755960468976284e+00
4.000000000000000000e+00,-1.989318765659234156e+00
5.000000000000000000e+00,-1.984570077368225549e+00
6.000000000000000000e+00,-2.009680918903143265e+00
7.000000000000000000e+00,-1.966683088850803340e+00
8.000000000000000000e+00,-2.001695305881710407e+00
9.000000000000000000e+00,-1.973199136111429386e+00
