r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,9.738295112593352565e-01,1.693489016082319132e-04
9.999999999999988898e-01,3.347448369359225286e-17,9.724498104019090317e-01,3.020571325318255188e-04
9.999999999999998890e-01,3.347448369359225286e-17,9.706565610842979863e-01,2.234449293212167930e-04
9.999999999999998890e-01,0.000000000000000000e+00,9.647440579605042199e-01,4.277502658043459975e-04
1.000000000000000000e+00,0.000000000000000000e+00,9.704292867073699425e-01,3.037655602688150145e-04
1.000000000000000222e+00,0.000000000000000000e+00,9.713815492552327902e-01,4.127290073891161999e-04
1.000000000000000222e+00,6.694896738718450572e-17,9.521134910633225479e-01,2.831323779739536891e-04
1.000000000000001998e+00,0.000000000000000000e+00,9.738867729355861202e-01,2.647514815717422546e-04
1.732050807568874973e+00,0.000000000000000000e+00,9.658068739459229057e-01,4.194993434412644037e-04
1.732050807568876971e+00,6.694896738718450572e-17,9.544463039201409593e-01,1.603992655549122954e-04
1.732050807568877193e+00,0.000000000000000000e+00,9.526826989967276393e-01,3.332219510575063761e-04
1.732050807568877193e+00,6.694896738718450572e-17,9.582287215435477679e-01,6.064811350184521168e-04
1.732050807568878303e+00,2.008469021615535172e-16,9.384578836398848045e-01,3.547296059829402304e-04
1.732050807568878525e+00,0.000000000000000000e+00,9.644578011624796998e-01,4.165373310837158631e-04
1.732050807568882078e+00,0.000000000000000000e+00,9.647187874781881778e-01,4.132235303672227391e-04
1.999999999999997780e+00,6.694896738718450572e-17,9.641645185876352997e-01,4.170574249984397358e-04
1.999999999999999778e+00,6.694896738718450572e-17,9.300093404257183671e-01,2.584463629508464730e-04
1.999999999999999778e+00,0.000000000000000000e+00,9.430911738993074112e-01,5.719336700368392182e-04
2.000000000000000000e+00,0.000000000000000000e+00,9.559982845629093617e-01,5.222065349573914213e-04
2.000000000000000444e+00,0.000000000000000000e+00,9.515382786056293396e-01,5.469705527807536011e-04
2.000000000000000444e+00,1.338979347743690114e-16,9.598528860914442573e-01,2.714941325916071812e-04
2.000000000000003997e+00,0.000000000000000000e+00,9.636742646592592054e-01,3.229227332193921121e-04
2.645751311064583167e+00,1.338979347743690114e-16,9.691050654259293351e-01,8.354316086417410423e-04
2.645751311064586719e+00,1.338979347743690114e-16,9.579998759390521146e-01,7.363373105536281634e-04
2.645751311064589384e+00,1.338979347743690114e-16,9.562697749661031033e-01,4.038376470955755177e-04
2.645751311064589828e+00,0.000000000000000000e+00,9.467337459063865923e-01,4.669079090561231498e-04
2.645751311064590272e+00,0.000000000000000000e+00,9.350985031583838314e-01,3.567086025310443865e-04
2.645751311064590272e+00,1.338979347743690114e-16,9.426739281128703185e-01,3.723664000367755207e-04
2.645751311064592048e+00,1.338979347743690114e-16,9.558925861736742302e-01,3.621593343323339801e-04
2.645751311064592937e+00,1.338979347743690114e-16,9.421426733971558498e-01,8.488794852275957084e-04
2.645751311064593825e+00,0.000000000000000000e+00,9.616430481422881815e-01,6.799389855763170046e-04
2.645751311064593825e+00,1.338979347743690114e-16,9.631555889458951469e-01,1.218914939008619320e-03
2.999999999999993339e+00,2.677958695487380229e-16,9.697674492173228300e-01,5.337599216240011520e-04
2.999999999999996891e+00,0.000000000000000000e+00,9.550165040315310439e-01,9.590076307982738600e-04
2.999999999999999556e+00,2.677958695487380229e-16,8.827377848423239026e-01,5.595220303393861824e-04
2.999999999999999556e+00,0.000000000000000000e+00,9.363707835441633653e-01,3.655019245036843917e-04
3.000000000000000000e+00,0.000000000000000000e+00,9.444828375807282628e-01,3.614785242219009523e-04
3.000000000000000444e+00,1.338979347743690114e-16,9.140437026101132512e-01,1.556527663876592195e-03
3.000000000000001332e+00,1.338979347743690114e-16,9.415689924320441717e-01,7.174018206176336308e-04
3.000000000000003109e+00,0.000000000000000000e+00,9.630520110929322586e-01,1.297547213071940974e-03
3.464101615137749945e+00,0.000000000000000000e+00,9.568417659017747212e-01,6.306588056218962119e-04
3.464101615137753942e+00,1.338979347743690114e-16,9.478651561758759669e-01,3.460746252514986681e-04
3.464101615137754386e+00,0.000000000000000000e+00,9.078478252797510528e-01,5.157733142978733953e-04
3.464101615137754386e+00,1.338979347743690114e-16,9.192950565541484487e-01,4.418317456067349957e-04
3.464101615137756607e+00,4.016938043231070343e-16,9.279779635389361347e-01,2.887152654928617883e-04
3.464101615137757051e+00,0.000000000000000000e+00,9.579254821111166107e-01,4.191611556913315520e-04
3.605551275463983352e+00,2.677958695487380229e-16,9.651569673541117167e-01,8.994106686618777219e-04
3.605551275463985128e+00,1.338979347743690114e-16,9.578982844515774309e-01,5.682824008403858720e-04
3.605551275463987349e+00,1.338979347743690114e-16,9.507892736935047440e-01,1.088951814859110421e-03
3.605551275463988237e+00,0.000000000000000000e+00,9.316382456335733364e-01,3.023019309525448077e-04
3.605551275463988237e+00,1.338979347743690114e-16,9.266662278583900347e-01,3.739732383986317196e-04
3.605551275463988237e+00,2.677958695487380229e-16,9.345625083987737503e-01,3.480733458558150830e-04
3.605551275463988237e+00,4.016938043231070343e-16,9.375101174983281327e-01,5.372294984125440542e-04
3.605551275463989569e+00,1.338979347743690114e-16,8.746990998586454680e-01,4.602840738559041802e-04
3.605551275463990457e+00,1.338979347743690114e-16,9.333131115712852699e-01,7.258100440623485149e-04
