step,energy_per_site
0.000000000000000000e+00,5.386148577401537185e-01
1.000000000000000000e+06,1.290853429582787537e-01
2.000000000000000000e+06,1.243896463102442951e-01
3.000000000000000000e+06,1.253612612815760419e-01
4.000000000000000000e+06,1.208531682292197651e-01
5.000000000000000000e+06,1.214445285028701582e-01
6.000000000000000000e+06,1.216702770545834145e-01
7.000000000000000000e+06,1.235770017252279251e-01
8.000000000000000000e+06,1.243029343315493473e-01
9.000000000000000000e+06,1.233187844081317236e-01
1.000000000000000000e+07,1.221898807526282243e-01
