index,energy_per_site
0.000000000000000000e+00,-1.460347049506666717e-01
1.000000000000000000e+00,-1.347736284468830092e+00
2.000000000000000000e+00,-1.351469496306195062e+00
3.000000000000000000e+00,-1.343506212572557201e+00
4.000000000000000000e+00,-1.363554876364765578e+00
5.000000000000000000e+00,-1.338189702331259667e+00
6.000000000000000000e+00,-1.344435257297494912e+00
7.000000000000000000e+00,-1.356196719978538523e+00
8.000000000000000000e+00,-1.321432165830500827e+00
9.000000000000000000e+00,-1.338032562388452584e+00
