index,energy_per_site
0.000000000000000000e+00,5.404076671937890763e-01
1.000000000000000000e+00,4.602091338349247884e-01
2.000000000000000000e+00,4.592163738349109292e-01
3.000000000000000000e+00,4.609695962244864109e-01
4.000000000000000000e+00,4.606802333252186799e-01
5.000000000000000000e+00,4.598859475842221323e-01
6.000000000000000000e+00,4.607561204913846464e-01
7.000000000000000000e+00,4.594339051826709097e-01
8.000000000000000000e+00,4.596340677000934072e-01
9.000000000000000000e+00,4.604696539659745569e-01
