r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,7.222236200039948706e-01,1.503904622812663339e-03
1.938934911242604642e+00,6.626921226081065042e-01,2.017620825928219397e-03
2.885680473372783439e+00,6.310195650087538910e-01,2.390477370433658367e-03
3.817278106508876334e+00,6.063488638025407163e-01,2.538532071611991105e-03
4.733727810650883328e+00,5.854303391517198252e-01,2.637183919422534609e-03
5.635029585798818630e+00,5.681371875376478586e-01,2.361672781733537702e-03
6.521183431952664478e+00,5.623735506425959763e-01,2.920142277749837589e-03
7.392189349112427976e+00,5.569768546129676423e-01,2.750554417638698037e-03
8.248047337278105573e+00,5.516279480606880448e-01,2.637765271942735072e-03
9.088757396449704373e+00,5.499074700894505119e-01,2.692289163532620225e-03
9.914319526627220824e+00,5.473158018244933531e-01,2.935285306759233184e-03
1.072473372781065137e+01,5.452186937038799863e-01,3.183207404611674857e-03
1.151999999999999602e+01,5.426223045082682050e-01,3.399773537807767101e-03
1.230011834319526542e+01,5.392082303299694512e-01,3.723914091802877843e-03
1.306508875739645248e+01,5.392416735993778021e-01,3.241617698434713733e-03
1.381491124260355008e+01,5.325409852277992462e-01,2.880589761063264732e-03
1.454958579881656533e+01,5.283348621534132983e-01,2.484258749859909882e-03
1.526911242603550534e+01,5.285300491065219042e-01,2.733862632418817499e-03
1.597349112426035944e+01,5.259176749155322073e-01,2.971733278149278189e-03
1.666272189349112409e+01,5.226136889429375820e-01,2.883154866011546948e-03
1.733680473372780995e+01,5.184150951771884230e-01,2.709730344263763368e-03
1.799573964497041345e+01,5.131999315262959493e-01,2.737902732215247159e-03
1.863952662721893816e+01,5.100722430337379931e-01,2.650797751413427883e-03
1.926816568047337341e+01,5.087448402115507529e-01,2.656754508156487695e-03
1.988165680473372632e+01,5.015005662600348080e-01,2.524977294955727675e-03
2.048000000000000043e+01,5.045157243231783717e-01,2.640427098323681540e-03
2.106319526627219219e+01,4.935810888909358818e-01,2.860901753419508968e-03
2.163124260355029804e+01,5.002583261489307320e-01,3.073199897670434930e-03
2.218414201183431800e+01,5.003870682515227930e-01,3.169214515930818959e-03
2.272189349112426271e+01,4.821183838867618698e-01,3.363777166579314665e-03
2.324449704142012152e+01,4.957425300008971303e-01,3.316506241256197193e-03
2.375195266272189443e+01,4.758174244075683013e-01,3.016916392341771613e-03
2.424426035502958499e+01,4.849042513246826780e-01,2.560514332943489898e-03
2.472142011834319675e+01,4.757912402592875400e-01,2.558376825196190685e-03
2.518343195266272261e+01,4.609944492772612423e-01,2.474118945579209528e-03
2.563029585798816612e+01,4.626587487322295078e-01,3.124898349186311462e-03
2.606201183431952728e+01,4.519990348255420454e-01,3.572038306256714469e-03
2.647857988165680609e+01,4.333798750900504371e-01,3.051055045488163149e-03
2.688000000000000256e+01,4.420504199704390902e-01,4.680876411172228690e-03
2.726627218934911312e+01,3.980972978052204070e-01,3.760308654191633123e-03
2.763739644970414133e+01,4.919783536078170538e-01,6.777436039462176980e-03
2.799337278106509075e+01,4.062843111969740573e-01,5.785928148828339487e-03
2.833420118343195426e+01,4.346928296688066240e-01,6.338235574182994776e-03
2.865988165680473543e+01,4.743615225886392284e-01,8.010854799093792417e-03
2.897041420118343069e+01,3.661977182613488924e-01,5.409797069535003666e-03
2.926579881656804716e+01,4.542203406273214727e-01,7.771003684881597033e-03
2.954603550295858128e+01,4.382087562062955133e-01,7.958162868673113871e-03
2.981112426035502949e+01,3.766016407032387048e-01,7.536615868770176439e-03
3.006106508875739536e+01,4.106057625752547735e-01,7.837905730184354866e-03
3.029585798816568243e+01,4.653692516707094162e-01,8.245838208443120529e-03
3.051550295857988360e+01,3.960310172673505158e-01,7.329713144071045745e-03
3.071999999999999886e+01,4.231895213697338121e-01,8.827999866868328424e-03
3.090934911242603533e+01,3.170946219041731462e-01,9.785328682301436959e-03
3.108355029585798945e+01,4.869109568454823012e-01,7.658706671064029366e-03
3.124260355029585767e+01,4.971514848095079930e-01,1.314303762952288498e-02
3.138650887573964710e+01,4.109842363545435640e-01,8.225024735197681430e-03
3.151526627218935062e+01,4.048534637650644807e-01,1.133029621092696698e-02
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,4.087438864233172153e-01,1.193447893307647556e-02
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,4.411355019486631335e-01,2.138436892660827357e-02
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,4.466921518899233945e-01,1.089743660341027133e-02
