index,energy_per_site
0.000000000000000000e+00,4.618356369613625390e-01
1.000000000000000000e+00,1.472694312486636237e-01
2.000000000000000000e+00,1.471926377341312153e-01
3.000000000000000000e+00,1.471754763822250844e-01
4.000000000000000000e+00,1.471533694954358373e-01
5.000000000000000000e+00,1.471308785487035753e-01
6.000000000000000000e+00,1.471111762429514469e-01
7.000000000000000000e+00,1.470778073228025673e-01
8.000000000000000000e+00,1.470583448314529695e-01
9.000000000000000000e+00,1.470348830455416034e-01
