r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,6.444588839545741799e-01
1.500000000000000000e+00,4.337802242082361426e-01
2.500000000000000000e+00,3.382216697943482564e-01
3.500000000000000000e+00,2.713239410425537512e-01
4.500000000000000000e+00,2.209784722472570573e-01
5.500000000000000000e+00,1.863276628843257288e-01
6.500000000000000000e+00,1.616532525321020819e-01
7.500000000000000000e+00,1.423243870261082789e-01
8.500000000000000000e+00,1.253103601761516306e-01
9.500000000000000000e+00,1.097105873895829892e-01
1.050000000000000000e+01,9.608364258859020124e-02
1.150000000000000000e+01,8.423006637313877609e-02
1.250000000000000000e+01,7.349542790921467783e-02
1.350000000000000000e+01,6.567743728390866564e-02
1.450000000000000000e+01,5.605370824654534734e-02
1.550000000000000000e+01,4.935081865061301948e-02
1.650000000000000000e+01,4.516733356175012259e-02
1.750000000000000000e+01,4.030080935686380234e-02
1.850000000000000000e+01,3.582557075876721675e-02
1.950000000000000000e+01,3.192096138321016269e-02
2.050000000000000000e+01,2.740371010753470810e-02
2.150000000000000000e+01,2.263500362406920333e-02
2.250000000000000000e+01,1.844973589932601826e-02
2.350000000000000000e+01,1.296079249345591378e-02
2.450000000000000000e+01,9.319337744733903472e-03
2.550000000000000000e+01,5.548745355242402227e-03
2.650000000000000000e+01,4.229139978250918454e-03
2.750000000000000000e+01,4.346618518963853346e-04
2.850000000000000000e+01,5.092229045895558604e-04
2.950000000000000000e+01,1.683109358184011004e-03
3.050000000000000000e+01,1.472802507442956630e-03
3.150000000000000000e+01,2.476813160331938716e-03
3.250000000000000000e+01,1.732403140734426481e-03
3.350000000000000000e+01,2.956447081006494115e-03
3.450000000000000000e+01,2.510844220538304122e-03
3.550000000000000000e+01,3.923234975478417062e-03
3.650000000000000000e+01,4.638290456242103767e-03
3.750000000000000000e+01,6.470204568161589190e-03
3.850000000000000000e+01,6.459125047124486194e-03
3.950000000000000000e+01,5.593433699069711058e-03
4.050000000000000000e+01,5.046160145922657693e-03
4.150000000000000000e+01,4.638164570797369615e-03
4.250000000000000000e+01,5.511904866846642839e-03
4.350000000000000000e+01,4.226269946501153875e-03
4.450000000000000000e+01,4.771691943466999618e-03
4.550000000000000000e+01,4.513133052657236112e-03
4.650000000000000000e+01,6.055775126169061530e-03
4.750000000000000000e+01,6.305598222628625536e-03
4.850000000000000000e+01,7.562287915904802524e-03
4.950000000000000000e+01,7.099715448608615032e-03
5.050000000000000000e+01,7.207018974988987914e-03
5.150000000000000000e+01,7.364012719465081770e-03
5.250000000000000000e+01,9.340542693752524467e-03
5.350000000000000000e+01,7.270574232927571462e-03
5.450000000000000000e+01,8.188197416812330667e-03
5.550000000000000000e+01,6.015946687968437741e-03
5.650000000000000000e+01,4.375218030972482554e-03
5.750000000000000000e+01,3.588943557262369750e-03
5.850000000000000000e+01,4.299602109790037763e-03
5.950000000000000000e+01,3.847470953231907440e-03
6.050000000000000000e+01,3.662923272624529509e-03
6.150000000000000000e+01,4.568670437594882575e-03
6.250000000000000000e+01,3.104948911249648825e-03
6.350000000000000000e+01,3.029913249475698744e-03
