step,energy_per_site
0.000000000000000000e+00,1.123772929672394838e+00
5.000000000000000000e+05,7.722717897781256058e-01
1.000000000000000000e+06,7.526420537741123074e-01
1.500000000000000000e+06,7.547753412091433578e-01
2.000000000000000000e+06,7.501916284238041577e-01
2.500000000000000000e+06,7.495338080421969362e-01
3.000000000000000000e+06,7.372002830737877099e-01
3.500000000000000000e+06,7.517132813887693610e-01
4.000000000000000000e+06,7.477061745366426759e-01
4.500000000000000000e+06,7.506048002733651803e-01
5.000000000000000000e+06,7.540783159517233658e-01
