index,energy_per_site
0.000000000000000000e+00,-1.726545782791780170e-01
1.000000000000000000e+00,-1.843896683170730855e+00
2.000000000000000000e+00,-1.873742515199810388e+00
3.000000000000000000e+00,-1.834287248335958465e+00
4.000000000000000000e+00,-1.864332500644706681e+00
5.000000000000000000e+00,-1.874382582891684468e+00
6.000000000000000000e+00,-1.885987552813345625e+00
7.000000000000000000e+00,-1.839926862802700791e+00
8.000000000000000000e+00,-1.859908825104997110e+00
9.000000000000000000e+00,-1.871199966362108391e+00
