r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,4.957804761860398757e-01
1.500000000000000000e+00,2.198087520713634391e-01
2.500000000000000000e+00,1.153168536930381516e-01
3.500000000000000000e+00,6.067942576356792628e-02
4.500000000000000000e+00,3.389050705290517357e-02
5.500000000000000000e+00,1.969740986008827743e-02
6.500000000000000000e+00,1.316641412348596059e-02
7.500000000000000000e+00,9.828454998338044535e-03
8.500000000000000000e+00,6.752351133884559008e-03
9.500000000000000000e+00,4.976446175349134339e-03
1.050000000000000000e+01,3.206441196232012389e-03
1.150000000000000000e+01,1.897052011997153688e-03
1.250000000000000000e+01,2.140395512697117631e-03
1.350000000000000000e+01,2.806458141450367434e-03
1.450000000000000000e+01,4.487274529078353474e-03
1.550000000000000000e+01,3.654234727252625870e-03
1.650000000000000000e+01,1.986251688219523113e-03
1.750000000000000000e+01,2.430901466103885591e-03
1.850000000000000000e+01,1.912550062169704988e-03
1.950000000000000000e+01,8.641960036836499742e-04
2.050000000000000000e+01,8.470282818614976788e-04
2.150000000000000000e+01,1.665994086274273601e-03
2.250000000000000000e+01,1.596898107746170300e-03
2.350000000000000000e+01,1.319930256262160989e-03
2.450000000000000000e+01,1.385503998727155399e-03
2.550000000000000000e+01,9.573070706627828230e-04
2.650000000000000000e+01,1.565478164216283722e-03
2.750000000000000000e+01,1.596139582044814363e-03
2.850000000000000000e+01,1.548334332024042977e-03
2.950000000000000000e+01,1.100427344537404858e-03
3.050000000000000000e+01,9.791924912001563272e-04
3.150000000000000000e+01,3.557385858296857346e-04
3.250000000000000000e+01,8.622138182501130855e-04
3.350000000000000000e+01,4.480294752062619979e-04
3.450000000000000000e+01,1.194252979074030864e-03
3.550000000000000000e+01,1.747626592684367467e-03
3.650000000000000000e+01,1.965640467704233250e-03
3.750000000000000000e+01,8.655619138321723029e-04
3.850000000000000000e+01,6.300787786930622412e-04
3.950000000000000000e+01,7.790646273372650284e-04
4.050000000000000000e+01,9.806493501146730345e-04
4.150000000000000000e+01,1.201949113142559240e-03
4.250000000000000000e+01,2.715317007965421478e-04
4.350000000000000000e+01,3.115100485320260312e-04
4.450000000000000000e+01,3.793859172537292299e-04
4.550000000000000000e+01,1.041552782062451533e-03
4.650000000000000000e+01,1.405518188824063939e-03
4.750000000000000000e+01,1.017180296238494146e-03
4.850000000000000000e+01,7.195175457178800945e-04
4.950000000000000000e+01,6.438140083127972136e-04
5.050000000000000000e+01,1.764777452939505272e-03
5.150000000000000000e+01,3.046254332055426967e-03
5.250000000000000000e+01,2.876569776884042601e-03
5.350000000000000000e+01,1.987032497016670562e-03
5.450000000000000000e+01,1.286708782288246023e-03
5.550000000000000000e+01,1.163821901656944416e-03
5.650000000000000000e+01,4.434760532340934511e-04
5.750000000000000000e+01,6.725752360155399200e-04
5.850000000000000000e+01,6.232933046233321171e-04
5.950000000000000000e+01,4.811101949068571806e-04
6.050000000000000000e+01,5.200856630671239853e-04
6.150000000000000000e+01,5.993242654256657502e-04
6.250000000000000000e+01,1.897244035165160467e-03
6.350000000000000000e+01,2.275625060686332132e-03
