index,energy_per_site
0.000000000000000000e+00,-3.709263835718544788e-01
1.000000000000000000e+00,-2.753901600969971941e+00
2.000000000000000000e+00,-2.753900494923301245e+00
3.000000000000000000e+00,-2.753901572836600753e+00
4.000000000000000000e+00,-2.753901757235177605e+00
5.000000000000000000e+00,-2.753901274608459016e+00
6.000000000000000000e+00,-2.753901030088040880e+00
7.000000000000000000e+00,-2.753901273250563442e+00
8.000000000000000000e+00,-2.753901272085476748e+00
9.000000000000000000e+00,-2.753901320678818099e+00
