r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.550045913682261300e-01,9.999978543981283829e-01,7.418893157564739397e-08
1.880624426078970401e+00,9.999971502603278717e-01,7.609753777934565657e-08
2.776859504132232814e+00,9.999966982630198453e-01,1.193855873536676670e-07
3.643709825528008039e+00,9.999963719126060413e-01,1.684278045147886493e-07
4.481175390266297853e+00,9.999961170851803249e-01,2.022537819184250452e-07
5.289256198347109361e+00,9.999958527828404220e-01,2.584650466972992672e-07
6.067952249770431905e+00,9.999955958069637330e-01,2.907974483670740531e-07
6.817263544536272590e+00,9.999953097561677939e-01,3.448306382791879188e-07
7.537190082644627864e+00,9.999949459431678456e-01,4.442977785187441671e-07
8.227731864095499503e+00,9.999945845029225566e-01,5.695506453433505475e-07
8.888888888888889284e+00,9.999942333549414197e-01,6.401278227201742414e-07
9.520661157024793653e+00,9.999940281619469351e-01,7.437661291253872756e-07
1.012304866850321261e+01,9.999936416870622846e-01,9.046075538970712757e-07
1.069605142332415149e+01,9.999931444531573455e-01,1.086693328585992905e-06
1.123966942148760495e+01,9.999930422669546237e-01,1.135859603833833312e-06
1.175390266299357123e+01,9.999926221471312493e-01,1.347365982362332806e-06
1.223875114784205564e+01,9.999924457461277782e-01,1.438150951147364151e-06
1.269421487603305820e+01,9.999921053692186756e-01,1.601911295372984885e-06
1.312029384756657535e+01,9.999919400511801948e-01,1.658781043065774285e-06
1.351698806244260709e+01,9.999917697874539657e-01,1.824315579239420556e-06
1.388429752066115697e+01,9.999914927353229510e-01,1.942319067573369567e-06
1.422222222222222321e+01,9.999912553936650683e-01,2.060147784962501421e-06
1.453076216712580404e+01,9.999912182077727030e-01,2.118835156973904497e-06
1.480991735537190124e+01,9.999909696754487598e-01,2.201584539905256879e-06
1.505968778696051480e+01,9.999910484221845586e-01,2.260190627035181900e-06
1.528007346189164295e+01,9.999909315191014558e-01,2.169550806548823147e-06
1.547107438016528924e+01,9.999910277774812783e-01,2.320397019528224713e-06
1.563269054178145012e+01,9.999907418663208647e-01,2.365169822314111407e-06
1.576492194674012914e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.586776859504132275e+01,9.999905196109697414e-01,2.427271052771289627e-06
1.594123048668503273e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.598530762167125729e+01,9.999904555425445096e-01,2.808706298656157540e-06
