step,energy_per_site
0.000000000000000000e+00,5.275292229277559475e-01
5.000000000000000000e+05,3.529400626866798785e-01
1.000000000000000000e+06,3.357108404705806404e-01
1.500000000000000000e+06,3.494336586214342177e-01
2.000000000000000000e+06,3.477605726828890131e-01
2.500000000000000000e+06,3.440690598509684728e-01
3.000000000000000000e+06,3.385092932899579354e-01
3.500000000000000000e+06,3.534168592882971360e-01
4.000000000000000000e+06,3.550126799953219892e-01
4.500000000000000000e+06,3.444504064592139869e-01
5.000000000000000000e+06,3.654980858715980441e-01
