index,energy_per_site
0.000000000000000000e+00,-1.349844411845267378e-01
1.000000000000000000e+00,-1.389785816445494149e+00
2.000000000000000000e+00,-1.474821860137109697e+00
3.000000000000000000e+00,-1.354995784380930379e+00
4.000000000000000000e+00,-1.378420421574751975e+00
5.000000000000000000e+00,-1.387689558599968676e+00
6.000000000000000000e+00,-1.442955738509252184e+00
7.000000000000000000e+00,-1.370438123284271059e+00
8.000000000000000000e+00,-1.463163472606377358e+00
9.000000000000000000e+00,-1.451057094798116287e+00
