r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,9.928204478835455093e-01,6.384944951676309137e-05
1.938934911242604642e+00,9.907885240439268104e-01,5.827816647750270210e-05
2.885680473372783439e+00,9.896742591727408778e-01,6.389148601389780299e-05
3.817278106508876334e+00,9.889554057486709127e-01,5.964676706528119105e-05
4.733727810650883328e+00,9.884297374952019100e-01,6.962055582726496593e-05
5.635029585798818630e+00,9.881793742601033825e-01,8.238830991574933862e-05
6.521183431952664478e+00,9.879062582762651035e-01,9.144367286989571843e-05
7.392189349112427976e+00,9.878457154948797614e-01,1.040089197635313668e-04
8.248047337278105573e+00,9.878775871317118096e-01,1.130342961681423270e-04
9.088757396449704373e+00,9.879233873775320474e-01,1.181021053668849645e-04
9.914319526627220824e+00,9.879107047749552395e-01,1.284173686169306269e-04
1.072473372781065137e+01,9.878909921346814560e-01,1.331971472507897328e-04
1.151999999999999602e+01,9.878377195197211025e-01,1.230504358094235519e-04
1.230011834319526542e+01,9.876782374748610538e-01,1.114519444229324779e-04
1.306508875739645248e+01,9.876422279618926048e-01,1.073398500968430000e-04
1.381491124260355008e+01,9.875492541806525360e-01,1.082643452576090884e-04
1.454958579881656533e+01,9.875089272669224094e-01,9.649720538115755058e-05
1.526911242603550534e+01,9.874138747593161902e-01,6.849315699298196523e-05
1.597349112426035944e+01,9.873526280273406952e-01,7.776352094045137393e-05
1.666272189349112409e+01,9.872922742739148605e-01,7.991115886692594969e-05
1.733680473372780995e+01,9.873212129705367657e-01,5.999399532470431530e-05
1.799573964497041345e+01,9.872701640716694538e-01,6.746218083532741060e-05
1.863952662721893816e+01,9.870940137239592183e-01,7.327560951588260932e-05
1.926816568047337341e+01,9.870045438169244845e-01,6.647967308141258455e-05
1.988165680473372632e+01,9.868398038712643539e-01,9.120185549387326159e-05
2.048000000000000043e+01,9.866709049195652170e-01,1.011348919430079754e-04
2.106319526627219219e+01,9.864530332821757064e-01,1.256412210954498219e-04
2.163124260355029804e+01,9.865353566693858545e-01,1.226809832743639599e-04
2.218414201183431800e+01,9.865290927161770584e-01,1.057302106452711699e-04
2.272189349112426271e+01,9.862732513943587298e-01,9.385372163552574702e-05
2.324449704142012152e+01,9.864141783520128381e-01,8.265163565167701117e-05
2.375195266272189443e+01,9.859407707597448445e-01,8.474081037529825663e-05
2.424426035502958499e+01,9.864594506650814498e-01,9.203264239992533071e-05
2.472142011834319675e+01,9.864310413890962081e-01,9.040147672833408622e-05
2.518343195266272261e+01,9.864248749657066329e-01,1.212561150568996284e-04
2.563029585798816612e+01,9.863804110393825653e-01,9.774271684345251757e-05
2.606201183431952728e+01,9.865186757016046748e-01,9.530806377248078869e-05
2.647857988165680609e+01,9.860637573606371165e-01,1.216320974410663142e-04
2.688000000000000256e+01,9.865023718591507951e-01,1.004571471699638958e-04
2.726627218934911312e+01,9.858958830487597469e-01,1.100166324964236154e-04
2.763739644970414133e+01,9.875213295233616906e-01,9.945216353820664061e-05
2.799337278106509075e+01,9.862133664866157279e-01,9.732481688082608978e-05
2.833420118343195426e+01,9.869733434676247752e-01,1.360294563506453099e-04
2.865988165680473543e+01,9.870092413007458543e-01,1.337088405378604114e-04
2.897041420118343069e+01,9.857126749303393165e-01,1.694512606725232949e-04
2.926579881656804716e+01,9.873313578531963675e-01,1.509919659592607179e-04
2.954603550295858128e+01,9.860967027816720520e-01,1.364773474971723416e-04
2.981112426035502949e+01,9.853194433971673716e-01,1.569359208098161196e-04
3.006106508875739536e+01,9.844059092101578035e-01,1.730297617311594310e-04
3.029585798816568243e+01,9.869646921842466503e-01,1.685848436451351667e-04
3.051550295857988360e+01,9.856646187323427899e-01,2.099830327946079702e-04
3.071999999999999886e+01,9.843087403259108692e-01,2.337724523279989606e-04
3.090934911242603533e+01,9.840458629478369135e-01,2.748135680932638908e-04
3.108355029585798945e+01,9.853951975046952860e-01,2.307383922335753707e-04
3.124260355029585767e+01,9.875807217139758176e-01,2.391366648308166558e-04
3.138650887573964710e+01,9.834587054899807113e-01,2.855800655421171031e-04
3.151526627218935062e+01,9.848913028534280745e-01,1.982687668189337424e-04
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,9.826634090283281608e-01,3.883369094853821100e-04
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,9.856071446431348138e-01,4.015245191740087426e-04
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,9.821738999274859383e-01,3.198309239740468562e-04
