index,energy_per_site
0.000000000000000000e+00,1.526016787796437568e-01
1.000000000000000000e+00,1.407508272971218499e-01
2.000000000000000000e+00,1.452187469390872065e-01
3.000000000000000000e+00,1.385852895440409793e-01
4.000000000000000000e+00,1.458963681951223612e-01
5.000000000000000000e+00,1.382011975387856251e-01
6.000000000000000000e+00,1.436630184262172316e-01
7.000000000000000000e+00,1.354793043678382547e-01
8.000000000000000000e+00,1.355357480356036703e-01
9.000000000000000000e+00,1.370194453853653960e-01
