index,energy_per_site
0.000000000000000000e+00,-3.213202407065617883e-01
1.000000000000000000e+00,-2.912427830197948708e+00
2.000000000000000000e+00,-2.912811288215991556e+00
3.000000000000000000e+00,-2.912131763204612867e+00
4.000000000000000000e+00,-2.913123017940719262e+00
5.000000000000000000e+00,-2.912319515424538707e+00
6.000000000000000000e+00,-2.912113581028814568e+00
7.000000000000000000e+00,-2.911828533579405409e+00
8.000000000000000000e+00,-2.912513517947178165e+00
9.000000000000000000e+00,-2.912784020456971934e+00
