index,energy_per_site
0.000000000000000000e+00,5.251608708312485163e-01
1.000000000000000000e+00,3.483137090867673979e-01
2.000000000000000000e+00,3.532591412379079143e-01
3.000000000000000000e+00,3.440735026538583874e-01
4.000000000000000000e+00,3.480338391258415709e-01
5.000000000000000000e+00,3.505226285122607366e-01
6.000000000000000000e+00,3.470279466615239228e-01
7.000000000000000000e+00,3.434505310363854536e-01
8.000000000000000000e+00,3.537641185543597411e-01
9.000000000000000000e+00,3.508626280033166900e-01
