index,energy_per_site
0.000000000000000000e+00,-1.674393070260752903e-01
1.000000000000000000e+00,-2.084050423266347707e+00
2.000000000000000000e+00,-2.086358265866246509e+00
3.000000000000000000e+00,-2.092165648791950883e+00
4.000000000000000000e+00,-2.098598231843827211e+00
5.000000000000000000e+00,-2.094572482096700661e+00
6.000000000000000000e+00,-2.097648897366878984e+00
7.000000000000000000e+00,-2.107038686436204511e+00
8.000000000000000000e+00,-2.110292506898926668e+00
9.000000000000000000e+00,-2.080391897929291023e+00
