index,energy_per_site
0.000000000000000000e+00,-1.957154126370622971e-01
1.000000000000000000e+00,-2.662991069934670385e+00
2.000000000000000000e+00,-2.671186809234340931e+00
3.000000000000000000e+00,-2.684090157513737918e+00
4.000000000000000000e+00,-2.657924234649236439e+00
5.000000000000000000e+00,-2.655013858007422289e+00
6.000000000000000000e+00,-2.679287437125932758e+00
7.000000000000000000e+00,-2.673913986927349384e+00
8.000000000000000000e+00,-2.659015979203056546e+00
9.000000000000000000e+00,-2.670021591200104183e+00
