r,G,G_error
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.540607083109718500e-01,9.852244938481921066e-01,9.390118580184189678e-05
1.962182124932915661e+00,9.743797946907464258e-01,1.618247193259304459e-04
3.270303541554859361e+00,9.622889679211733549e-01,1.797745278283887748e-04
4.578424958176802839e+00,9.548225321623481365e-01,9.409089634633911378e-05
5.886546374798746761e+00,9.523057704229688225e-01,5.284906091534605025e-06
7.194667791420689795e+00,9.511228128402017257e-01,7.793529096834339153e-05
8.502789208042630165e+00,9.512167063223432306e-01,1.031481465664677662e-04
9.810910624664574087e+00,9.515969871360056009e-01,1.253887122520753929e-04
1.111903204128651801e+01,9.521879879965996496e-01,1.200509780277113939e-04
1.242715345790846193e+01,9.516565321408756439e-01,1.147249544647140057e-04
1.373527487453040585e+01,9.521681199306786247e-01,1.004249932819869606e-04
1.504339629115235155e+01,9.525561090495230365e-01,9.080697363994492412e-05
1.635151770777429192e+01,9.527945545353330159e-01,8.214461803286001514e-05
1.765963912439623229e+01,9.521718267911526423e-01,7.495867295852408027e-05
1.896776054101817977e+01,9.513285552395284173e-01,6.430808782021779461e-05
2.027588195764012724e+01,9.501856712376658409e-01,6.188036630207764286e-05
2.158400337426206761e+01,9.493542185022761926e-01,6.202117672079852538e-05
2.289212479088400798e+01,9.480537597803885275e-01,6.472951633996116736e-05
2.420024620750595190e+01,9.467167437618159154e-01,6.587485551554568043e-05
2.550836762412790293e+01,9.441607602852802872e-01,5.869616785115390343e-05
2.681648904074984330e+01,9.423022102308237224e-01,5.631872181231156662e-05
2.812461045737177656e+01,9.409428645979925898e-01,6.028512137169906432e-05
2.943273187399372404e+01,9.402529453725481101e-01,5.059892855728071381e-05
3.074085329061567506e+01,9.399144842864284310e-01,2.634349999362624930e-05
3.204897470723761188e+01,9.390351825170264455e-01,7.094962787918882991e-06
3.335709612385955580e+01,9.383592336175723414e-01,1.060888720866537101e-05
3.466521754048149262e+01,9.368858183735206957e-01,1.001761097031591047e-05
3.597333895710345075e+01,9.365008221143727996e-01,3.093088949802524115e-05
3.728146037372538757e+01,9.351390261336792742e-01,3.733445889937471619e-05
3.858958179034733149e+01,9.342937739809898945e-01,5.286671816641439723e-05
3.989770320696926831e+01,9.325602714634395607e-01,5.237470794771769133e-05
4.120582462359122644e+01,9.323704004532665790e-01,7.154982918099989206e-05
4.251394604021316326e+01,9.310654850103881053e-01,7.256380715573720278e-05
4.382206745683510718e+01,9.325047438066771388e-01,8.878244751496275453e-05
4.513018887345703689e+01,9.296977241855993723e-01,8.543024275274799782e-05
4.643831029007900923e+01,9.315680023050572078e-01,6.980806559649789880e-05
4.774643170670093895e+01,9.310557341393193020e-01,5.583620453096867800e-05
4.905455312332288287e+01,9.326115637663733304e-01,2.072110871978047615e-05
5.036267453994481258e+01,9.330734766594921403e-01,1.666038432921544197e-05
5.167079595656677782e+01,9.348949448933914219e-01,3.048066579378971183e-05
5.297891737318870753e+01,9.348216880087926173e-01,5.232077369384940539e-05
5.428703878981065856e+01,9.344944415921460079e-01,1.501448397866829334e-04
5.559516020643259537e+01,9.321888085785388078e-01,2.046922520490867322e-04
5.690328162305456061e+01,9.287426149648724261e-01,2.707427283567779707e-04
5.821140303967649032e+01,9.255665992577269963e-01,2.863364287472224489e-04
5.951952445629842714e+01,9.216945190956199463e-01,2.967310810242519800e-04
6.082764587292036396e+01,9.152850931240490429e-01,2.968281775169607237e-04
6.213576728954229367e+01,9.118070285034804989e-01,3.099860146648356399e-04
6.344388870616425891e+01,9.074434509588580333e-01,3.521501148319956050e-04
6.475201012278621704e+01,9.064676450518809325e-01,4.197855131290534011e-04
6.606013153940811833e+01,9.034836170132752864e-01,4.641559344368630146e-04
6.736825295603010488e+01,8.995096503536071930e-01,5.672786717016615760e-04
6.867637437265203459e+01,8.977372667285217211e-01,6.571769028947567742e-04
6.998449578927397852e+01,8.949730220818872262e-01,7.277594539462863997e-04
7.129261720589590823e+01,8.896625735370349286e-01,7.422640252552616070e-04
7.260073862251785215e+01,8.827818774214288844e-01,7.029104817995571229e-04
7.390886003913978186e+01,8.813496424444714483e-01,5.715812294105239314e-04
7.521698145576173999e+01,8.678979129598229925e-01,3.345664765340624898e-04
7.652510287238369813e+01,8.714619549386715125e-01,2.121105064632507057e-04
7.783322428900565626e+01,8.803771972966334403e-01,5.710575703762777887e-05
7.914134570562758597e+01,9.024815267392061191e-01,4.978367725471122285e-05
8.044946712224952989e+01,9.353875634420899532e-01,4.132256303380484455e-06
8.175758853887145960e+01,9.390238042237711857e-01,5.964676757195195467e-06
8.306570995549340353e+01,9.395076226556891008e-01,1.046792440205619680e-05
