index,energy_per_site
0.000000000000000000e+00,-1.691566200130127651e-01
1.000000000000000000e+00,-1.774064153429143031e+00
2.000000000000000000e+00,-1.850115354387746880e+00
3.000000000000000000e+00,-1.655117948246999759e+00
4.000000000000000000e+00,-1.753874260004627095e+00
5.000000000000000000e+00,-1.652103591061504950e+00
6.000000000000000000e+00,-1.747521376071991650e+00
7.000000000000000000e+00,-1.716624974951533877e+00
8.000000000000000000e+00,-1.756512480537637311e+00
9.000000000000000000e+00,-1.934833092295638934e+00
