r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,9.525634074587181477e-01
1.500000000000000000e+00,9.214170056727866154e-01
2.500000000000000000e+00,9.065807553987645928e-01
3.500000000000000000e+00,8.966660997424991120e-01
4.500000000000000000e+00,8.903810993896145165e-01
5.500000000000000000e+00,8.860792623214573949e-01
6.500000000000000000e+00,8.834505019800726888e-01
7.500000000000000000e+00,8.808540451796182946e-01
8.500000000000000000e+00,8.790211536797399861e-01
9.500000000000000000e+00,8.764995603530330026e-01
1.050000000000000000e+01,8.748176932820631579e-01
1.150000000000000000e+01,8.719597414674880032e-01
1.250000000000000000e+01,8.698630506195352829e-01
1.350000000000000000e+01,8.678856224691717802e-01
1.450000000000000000e+01,8.630899198204452505e-01
1.550000000000000000e+01,8.601938508656662430e-01
