r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.770414201183399427e-01,5.755390000209381629e-01,1.181020513786214775e-02
1.938934911242604642e+00,4.577407475836398065e-01,1.684290128602673048e-02
2.885680473372783439e+00,3.937877936690427627e-01,2.055376432660872485e-02
3.817278106508876334e+00,3.483211646125363714e-01,2.385311346996863563e-02
4.733727810650883328e+00,3.148418669130134129e-01,2.640243117634331199e-02
5.635029585798818630e+00,2.924053795543586909e-01,2.940641440648425475e-02
6.521183431952664478e+00,2.691362719092825762e-01,3.121065898019075718e-02
7.392189349112427976e+00,2.436753874168116063e-01,3.341834157076545297e-02
8.248047337278105573e+00,2.245995900058190275e-01,3.525861999066297325e-02
9.088757396449704373e+00,2.092727989579567793e-01,3.683816376303504503e-02
9.914319526627220824e+00,1.937738801036976155e-01,3.760282608025834056e-02
1.072473372781065137e+01,1.827790482364278490e-01,3.838939736343057602e-02
1.151999999999999602e+01,1.701847560860440534e-01,3.920155444191463640e-02
1.230011834319526542e+01,1.597577440447847663e-01,4.003940313599423789e-02
1.306508875739645248e+01,1.513098223327676295e-01,4.096022637248410148e-02
1.381491124260355008e+01,1.420573016043699122e-01,4.171328981624054799e-02
1.454958579881656533e+01,1.325999718813981598e-01,4.239374332604201046e-02
1.526911242603550534e+01,1.253065919000855288e-01,4.353037460885594845e-02
1.597349112426035944e+01,1.191300419718761827e-01,4.476017627571089730e-02
1.666272189349112409e+01,1.115359995006741378e-01,4.612751849673645682e-02
1.733680473372780995e+01,1.039973756944790884e-01,4.659744353004163092e-02
1.799573964497041345e+01,9.608791725845997056e-02,4.713267968139534664e-02
1.863952662721893816e+01,8.810643748437746448e-02,4.754088022848370482e-02
1.926816568047337341e+01,8.112454898186440000e-02,4.954925699850036558e-02
1.988165680473372632e+01,7.618545664652603966e-02,4.753069204967336897e-02
2.048000000000000043e+01,6.889638974745687650e-02,4.750557436731239064e-02
2.106319526627219219e+01,6.995205002612081557e-02,4.908547763414895793e-02
2.163124260355029804e+01,6.323103079202321841e-02,4.521670731960535095e-02
2.218414201183431800e+01,5.934936941333904953e-02,4.336715412847259171e-02
2.272189349112426271e+01,6.074464688320793671e-02,4.193957846400102329e-02
2.324449704142012152e+01,5.507585931928067613e-02,4.019801620041818513e-02
2.375195266272189443e+01,5.644748478328271563e-02,3.898299902313355492e-02
2.424426035502958499e+01,5.174958962704957061e-02,3.803140502672810314e-02
2.472142011834319675e+01,4.955172935873872198e-02,3.676428411342094055e-02
2.518343195266272261e+01,4.586027082152015211e-02,3.537032545433166364e-02
2.563029585798816612e+01,4.660553166448366813e-02,3.355917141375935192e-02
2.606201183431952728e+01,4.194518713195740517e-02,3.517428855000098026e-02
2.647857988165680609e+01,4.556632672530921274e-02,3.028322733904341077e-02
2.688000000000000256e+01,5.037057841092291294e-02,3.177088567602470714e-02
2.726627218934911312e+01,4.858131594703405526e-02,3.028117727578286122e-02
2.763739644970414133e+01,5.876458845061746650e-02,4.005571474713347235e-02
2.799337278106509075e+01,5.068776583497142108e-02,2.848152742382864186e-02
2.833420118343195426e+01,5.161673653910377885e-02,3.230210280428805203e-02
2.865988165680473543e+01,6.717056834869625237e-02,3.788464199210205691e-02
2.897041420118343069e+01,5.072152971119999604e-02,2.809832000484376036e-02
2.926579881656804716e+01,6.607799741772558966e-02,3.424205980189112125e-02
2.954603550295858128e+01,6.515972785606408135e-02,3.662127626860432750e-02
2.981112426035502949e+01,6.414481779953555562e-02,2.750996978093082218e-02
3.006106508875739536e+01,6.510298806769942992e-02,2.645169065182374768e-02
3.029585798816568243e+01,6.934125629630577548e-02,3.397735638484006976e-02
3.051550295857988360e+01,6.982087288010360715e-02,2.938573627507397312e-02
3.071999999999999886e+01,6.656815553286840603e-02,2.496850316736014957e-02
3.090934911242603533e+01,7.742475344956024907e-02,2.072215995011372422e-02
3.108355029585798945e+01,6.595820773848716512e-02,3.210780371915938902e-02
3.124260355029585767e+01,7.898583296016301047e-02,3.984920445715883774e-02
3.138650887573964710e+01,7.416244210083325350e-02,1.972178064731346450e-02
3.151526627218935062e+01,9.449488764188222756e-02,2.732084074474490365e-02
3.162887573964497179e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.172733727810651061e+01,7.108161369192597667e-02,2.536105910139387076e-02
3.181065088757396353e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.187881656804733765e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.193183431952662588e+01,8.411513861951269710e-02,3.627282481485902266e-02
3.196970414201183530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.199242603550295883e+01,7.660767583625570365e-02,3.162663250831179024e-02
