index,energy_per_site
0.000000000000000000e+00,5.121871967315656526e-01
1.000000000000000000e+00,2.985483239820455603e-01
2.000000000000000000e+00,3.362792649441580517e-01
3.000000000000000000e+00,3.226259760816914124e-01
4.000000000000000000e+00,3.220528639846993446e-01
5.000000000000000000e+00,3.431786899461988227e-01
6.000000000000000000e+00,3.191654347000756897e-01
7.000000000000000000e+00,3.136903933074121631e-01
8.000000000000000000e+00,3.163191451451999869e-01
9.000000000000000000e+00,3.251419515269504679e-01
