index,energy_per_site
0.000000000000000000e+00,-2.348568842459994588e-01
1.000000000000000000e+00,-2.508164914715080851e+00
2.000000000000000000e+00,-2.503104799014835624e+00
3.000000000000000000e+00,-2.498208210128769036e+00
4.000000000000000000e+00,-2.501604672208913360e+00
5.000000000000000000e+00,-2.500889576008629156e+00
6.000000000000000000e+00,-2.498265662686179667e+00
7.000000000000000000e+00,-2.492252514326493529e+00
8.000000000000000000e+00,-2.504389460307308024e+00
9.000000000000000000e+00,-2.502824668251731222e+00
