r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.884021392945143702e-01,2.199835482479930819e-03,1.145702706154987094e-03
1.969112433147053309e+00,2.341583205439269708e-03,1.261684932131416654e-03
2.942130881557602606e+00,3.120633356596297890e-03,6.384260968902847385e-04
3.907457484526176472e+00,1.712387907249638373e-03,1.428607586398934542e-03
4.865092242052753591e+00,4.339507999041790527e-03,8.097424212853015797e-04
5.815035154137369489e+00,3.381208697633083377e-03,7.498157797628777783e-04
6.757286220780002850e+00,2.695765469025541636e-03,7.805426178301601422e-04
7.691845441980646569e+00,2.416020075265446713e-03,5.933842643530919028e-04
8.618712817739321963e+00,2.819377793056796963e-03,1.008554312719616092e-03
9.537888348056007715e+00,2.551639992982459790e-03,4.709797402507887314e-04
1.044937203293071804e+01,3.741490804616560539e-03,8.926888936608786849e-04
1.135316387236343161e+01,2.200688107758288527e-03,7.851412035507815326e-04
1.224926386635418396e+01,3.231195396210650300e-03,6.328156354198029342e-04
1.313767201490294667e+01,3.381316221645246090e-03,4.521027153047551140e-04
1.401838831800973395e+01,2.387894829643308695e-03,6.724328912567187518e-04
1.489141277567453869e+01,3.213839125221621719e-03,7.081444526715350912e-04
1.575674538789736090e+01,3.959929540712264946e-03,6.617847397145909093e-04
1.661438615467820767e+01,3.611991288174338718e-03,7.069868531183995429e-04
1.746433507601707191e+01,3.422093738546942536e-03,5.133577807382790244e-04
1.830659215191395361e+01,3.012726420632646628e-03,4.998577304855328840e-04
1.914115738236885278e+01,2.912155928384120053e-03,8.418922557078343649e-04
1.996803076738176230e+01,2.776260961390050047e-03,6.645559103998966875e-04
2.078721230695270350e+01,2.609438631154738231e-03,5.151093121094946388e-04
2.159870200108166216e+01,2.805454514817377724e-03,5.383118831953138429e-04
2.240249984976864539e+01,2.886438337806643620e-03,5.486235725390409528e-04
2.319860585301364608e+01,2.650961615848757263e-03,5.413964891852604197e-04
2.398702001081665003e+01,3.028830068189742632e-03,6.541375896961492808e-04
2.476774232317768565e+01,2.399329092596824264e-03,5.548743533452907576e-04
2.554077279009674584e+01,3.239746510066208399e-03,5.178598203658397840e-04
2.630611141157382349e+01,3.752641147001993614e-03,6.962312418702152174e-04
2.706375818760891860e+01,1.827212131498415389e-03,2.340377598178894423e-04
2.781371311820203118e+01,2.933799921662093822e-03,6.458911907227284088e-04
2.855597620335316833e+01,3.519034241412898230e-03,6.108771973404113860e-04
2.929054744306231584e+01,4.460248388967582092e-03,8.858331288449659878e-04
3.001742683732948791e+01,2.890691909182711676e-03,3.993916076214063947e-04
3.073661438615468455e+01,2.746629838211245636e-03,8.615383143199123461e-04
3.144811008953789155e+01,2.849792613648770550e-03,7.418395922321297615e-04
3.215191394747911602e+01,2.685477610895937051e-03,5.052200398229861810e-04
3.284802595997836505e+01,2.583702498367583100e-03,4.918549149399193028e-04
3.353644612703563155e+01,2.594362348067168200e-03,3.256861470501462553e-04
3.421717444865092261e+01,2.271212515429484567e-03,6.096533292713938275e-04
3.489021092482423114e+01,2.438953343847120696e-03,6.479438061420305164e-04
3.555555555555555003e+01,3.272793485344436051e-03,1.002436966117033808e-03
3.621320834084490059e+01,2.840635625985263400e-03,5.316863863274372357e-04
3.686316928069226151e+01,2.596695976201988162e-03,6.152450032167166563e-04
3.750543837509764700e+01,2.423307509941630567e-03,5.431665240273532858e-04
3.814001562406104995e+01,2.349354622917019728e-03,7.007772272112946762e-04
3.876690102758247747e+01,3.549522480569315946e-03,9.225256288711696515e-04
3.938609458566192245e+01,1.573825783630363124e-03,8.245917856134163957e-04
3.999759629829938490e+01,4.171594343366618815e-03,8.147083413184241871e-04
4.060140616549486481e+01,3.382533823939313979e-03,5.782094910182498156e-04
4.119752418724836218e+01,3.856191831650939220e-03,8.458330128962763227e-04
4.178595036355989123e+01,2.447341967793270016e-03,6.875769081532375794e-04
4.236668469442942353e+01,3.185862528681639074e-03,8.117404586297738379e-04
4.293972717985697329e+01,3.584342502683291170e-03,1.015163710566267634e-03
4.350507781984255473e+01,1.567556923634030701e-03,1.185652923710292213e-03
4.406273661438615363e+01,3.391613348892884988e-03,1.058231059596669585e-03
4.461270356348777000e+01,2.096531842554429006e-03,7.542984864201411795e-04
4.515497866714740383e+01,3.019341183340457438e-03,6.809228482098851794e-04
4.568956192536505512e+01,2.691134874796013814e-03,1.008508543272301685e-03
4.621645333814073808e+01,2.853137976613305364e-03,9.223235373996705117e-04
4.673565290547442430e+01,3.814654479489315228e-03,8.088358114902019025e-04
4.724716062736614219e+01,2.173241635037922222e-03,8.047741280997049596e-04
4.775097650381587755e+01,3.767195321930040010e-03,1.327995463653793961e-03
4.824710053482363037e+01,2.306777512133864703e-03,6.342773766639577676e-04
4.873553272038940065e+01,2.623505030526171369e-03,1.103874033169859352e-03
4.921627306051318840e+01,4.301133052656262550e-03,9.341601122140898682e-04
4.968932155519500071e+01,2.182434002112917937e-03,1.089883403274760415e-03
5.015467820443483049e+01,2.637567355090822581e-03,1.195371411653657753e-03
5.061234300823267773e+01,5.026475709445781502e-03,1.579476506042295971e-03
5.106231596658854244e+01,2.805320778153474418e-03,9.036567383186828529e-04
5.150459707950243171e+01,2.411834296481763906e-03,9.594431574168793726e-04
5.193918634697433845e+01,1.994621294461028285e-03,1.011425445282600980e-03
5.236608376900426975e+01,9.863929423170509931e-04,1.323457916822123751e-03
5.278528934559221142e+01,2.598205120672249235e-03,1.237068465209895801e-03
5.319680307673817765e+01,3.901347182694642722e-03,9.226913114428520911e-04
5.360062496244215424e+01,3.826633709424816059e-03,1.641905164064257549e-03
5.399675500270416251e+01,3.062979737901136423e-03,1.521965597627906270e-03
5.438519319752418824e+01,1.200004696475730128e-03,1.465536619691008499e-03
5.476593954690223143e+01,6.407732283191524235e-03,1.281405351034543014e-03
5.513899405083829208e+01,2.784919240240461055e-03,2.100861712379331180e-03
5.550435670933237020e+01,4.041091361017978985e-04,1.137669686784292420e-03
5.586202752238447289e+01,3.399914750576541866e-03,1.432572130831090765e-03
5.621200648999459304e+01,4.512191245140065830e-03,1.332809291407706679e-03
5.655429361216273065e+01,2.612319554020326676e-03,1.463138444076913808e-03
5.688888888888888573e+01,3.682366382672407935e-03,1.687968201414999456e-03
5.721579232017306538e+01,3.196251758360903802e-03,1.605724137190085461e-03
5.753500390601526249e+01,2.234061344634646635e-03,1.851220618461084204e-03
5.784652364641547706e+01,2.826453235941073575e-03,1.792105942836174368e-03
5.815035154137371620e+01,4.683528997470875165e-03,2.326062692558444021e-03
5.844648759088997281e+01,5.320364075789256117e-03,1.777885820214948577e-03
5.873493179496423977e+01,3.242675709504667242e-03,1.475412987870551801e-03
5.901568415359653841e+01,1.152671377399646117e-03,1.697502595440861370e-03
5.928874466678684740e+01,5.933951732369916257e-03,1.617946801574134423e-03
5.955411333453518097e+01,4.988074263962898741e-03,1.318752120101102532e-03
5.981179015684153910e+01,6.656508369446009158e-04,2.179114708703404780e-03
6.006177513370590759e+01,3.502614259623527786e-03,2.717725485456881120e-03
6.030406826512830065e+01,1.239964337091440175e-02,2.422304685416694879e-03
6.053866955110871118e+01,3.498145406125285125e-03,2.577086881713692643e-03
6.076557899164713916e+01,2.051513021620454159e-03,2.692922136423080235e-03
6.098479658674358461e+01,6.408879176024504139e-03,2.645325252680573967e-03
6.119632233639805463e+01,-1.552630236802641020e-03,1.847512834899137611e-03
6.140015624061054211e+01,6.691531646230534057e-03,2.142604297158251774e-03
6.159629829938104706e+01,-8.421879714610866962e-05,3.370021166478266456e-03
6.178474851270956947e+01,-1.178645129701699984e-04,2.515674518471945793e-03
6.196550688059611645e+01,1.713358690500702735e-03,3.711451754880204078e-03
6.213857340304068089e+01,2.596169732513829275e-03,1.929407726523948811e-03
6.230394808004326279e+01,3.062336720214986312e-03,1.841159631231893776e-03
6.246163091160386927e+01,3.582996735757819004e-03,2.102363468818232821e-03
6.261162189772249320e+01,3.114577191784405948e-03,3.527310290746429183e-03
6.275392103839913460e+01,3.692413192948119146e-03,3.445746310414446283e-03
6.288852833363379347e+01,2.843652101026581964e-03,4.461293825110332345e-03
6.301544378342647690e+01,-1.181640668475116007e-02,7.171431038528438065e-03
6.313466738777717779e+01,5.102371569813511122e-03,2.829358808139754902e-03
6.324619914668589615e+01,1.739186837911294373e-03,4.472135428463062251e-03
6.335003906015263908e+01,-3.811948391207933134e-05,4.874589601654188628e-03
6.344618712817739237e+01,3.842014023482602514e-03,3.329409625719977322e-03
6.353464335076017022e+01,3.234895605162298312e-04,4.332065134022174829e-03
6.361540772790096554e+01,1.314839138832629793e-03,5.478020606224916732e-03
6.368848025959978543e+01,9.638466413702853272e-03,6.293576873777653909e-03
6.375386094585661567e+01,7.533460938618177609e-03,5.933484226843139045e-03
6.381154978667147759e+01,-5.142746289131780273e-03,4.667214006211816042e-03
6.386154678204434987e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.390385193197523961e+01,3.787571763992061448e-03,3.760439455797487830e-03
6.393846523646415392e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.396538669551108569e+01,2.957223876413588026e-02,9.723656581880298078e-03
6.398461630911604203e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.399615407727900873e+01,2.863967431606076215e-03,5.315732247548610179e-04
