r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,7.062785791448213946e-01,1.112027214020161643e-03
9.999999999999988898e-01,3.347448369359225286e-17,7.364089677940733880e-01,1.545223344701041014e-03
9.999999999999998890e-01,3.347448369359225286e-17,7.035434268679910952e-01,3.364717167367084309e-03
9.999999999999998890e-01,0.000000000000000000e+00,6.943034019906801912e-01,1.852316585566457638e-03
1.000000000000000000e+00,0.000000000000000000e+00,7.302200140285198815e-01,4.878047342276105617e-04
1.000000000000000222e+00,0.000000000000000000e+00,7.367891856822219587e-01,2.189603905463790787e-03
1.000000000000000222e+00,6.694896738718450572e-17,7.035456784791214169e-01,2.252149738116385018e-03
1.000000000000001998e+00,0.000000000000000000e+00,7.413722498186370302e-01,1.486513107832029834e-03
1.732050807568874973e+00,0.000000000000000000e+00,6.458778611762859834e-01,1.181584718534873157e-03
1.732050807568876971e+00,6.694896738718450572e-17,6.617092439957585892e-01,1.282430855028859765e-03
1.732050807568877193e+00,0.000000000000000000e+00,5.990812799268906419e-01,1.909750798159937871e-03
1.732050807568877193e+00,6.694896738718450572e-17,5.960764015820644302e-01,4.186604481481347000e-03
1.732050807568878303e+00,2.008469021615535172e-16,6.207662436876657530e-01,1.621761908087110708e-03
1.732050807568878525e+00,0.000000000000000000e+00,6.704758603197140676e-01,1.238603783889644398e-03
1.732050807568882078e+00,0.000000000000000000e+00,6.560115184453444437e-01,2.915454244114064949e-03
1.999999999999997780e+00,6.694896738718450572e-17,6.404390637563005528e-01,1.154634304198581558e-03
1.999999999999999778e+00,6.694896738718450572e-17,6.250971937941631751e-01,1.987642660318675140e-03
1.999999999999999778e+00,0.000000000000000000e+00,5.540011649561793483e-01,3.547637501422413759e-03
2.000000000000000000e+00,0.000000000000000000e+00,6.383583629224567346e-01,1.613464364101924392e-03
2.000000000000000444e+00,0.000000000000000000e+00,5.335593819967487939e-01,5.179361337786766821e-03
2.000000000000000444e+00,1.338979347743690114e-16,6.483997984084804989e-01,2.158274310933305969e-03
2.000000000000003997e+00,0.000000000000000000e+00,6.470417741619161056e-01,1.213177203086442373e-03
2.645751311064583167e+00,1.338979347743690114e-16,6.097486411300963027e-01,1.293423107231989749e-02
2.645751311064586719e+00,1.338979347743690114e-16,5.474008842741907577e-01,4.058906426412539972e-03
2.645751311064589384e+00,1.338979347743690114e-16,6.051639443306249255e-01,1.387264513336514170e-03
2.645751311064589828e+00,0.000000000000000000e+00,5.834450118082393777e-01,4.280325246678567085e-03
2.645751311064590272e+00,0.000000000000000000e+00,6.166051378426349316e-01,2.739212603209481480e-03
2.645751311064590272e+00,1.338979347743690114e-16,5.743623857437427649e-01,9.380219365807970040e-04
2.645751311064592048e+00,1.338979347743690114e-16,6.253818527800842908e-01,9.119378449482572289e-04
2.645751311064592937e+00,1.338979347743690114e-16,5.976888916911706762e-01,6.454171001750823311e-03
