index,energy_per_site
0.000000000000000000e+00,5.901115900538831532e-02
1.000000000000000000e+00,2.536993353343427668e-02
2.000000000000000000e+00,2.523978635965817147e-02
3.000000000000000000e+00,2.378860372173302942e-02
4.000000000000000000e+00,2.491425235667390700e-02
5.000000000000000000e+00,2.297718977707897611e-02
6.000000000000000000e+00,2.459477253089487059e-02
7.000000000000000000e+00,2.587640406187366113e-02
8.000000000000000000e+00,2.394783650528333266e-02
9.000000000000000000e+00,2.439794801428789295e-02
