index,energy_per_site
0.000000000000000000e+00,-1.208528100980262449e-01
1.000000000000000000e+00,-1.966930533689780214e+00
2.000000000000000000e+00,-1.808031811191275651e+00
3.000000000000000000e+00,-1.761044041133606353e+00
4.000000000000000000e+00,-1.900706063075015440e+00
5.000000000000000000e+00,-1.630713000087860465e+00
6.000000000000000000e+00,-1.854474869588240926e+00
7.000000000000000000e+00,-1.805373389991830058e+00
8.000000000000000000e+00,-1.772761243508090612e+00
9.000000000000000000e+00,-1.858176138573170988e+00
