index,energy_per_site
0.000000000000000000e+00,7.171240867520803364e-02
1.000000000000000000e+00,4.423834690328339730e-02
2.000000000000000000e+00,4.427137124455401973e-02
3.000000000000000000e+00,4.183149913059738823e-02
4.000000000000000000e+00,4.600694358203247930e-02
5.000000000000000000e+00,4.614740162015635444e-02
6.000000000000000000e+00,4.455233600772674774e-02
7.000000000000000000e+00,4.511809004290105035e-02
8.000000000000000000e+00,3.533923599046080027e-02
9.000000000000000000e+00,4.957586403523901036e-02
