index,energy_per_site
0.000000000000000000e+00,-2.507768081279126426e-01
1.000000000000000000e+00,-2.445106296687470593e+00
2.000000000000000000e+00,-2.446595019435309659e+00
3.000000000000000000e+00,-2.417456306495222140e+00
4.000000000000000000e+00,-2.431305521913551537e+00
5.000000000000000000e+00,-2.431295519839174801e+00
6.000000000000000000e+00,-2.467405299201099744e+00
7.000000000000000000e+00,-2.444396739242880034e+00
8.000000000000000000e+00,-2.410475990163713167e+00
9.000000000000000000e+00,-2.434023732634733150e+00
