index,energy_per_site
0.000000000000000000e+00,-1.916829553390930474e-01
1.000000000000000000e+00,-2.274710133818682589e+00
2.000000000000000000e+00,-2.255810746630554586e+00
3.000000000000000000e+00,-2.257464067353930570e+00
4.000000000000000000e+00,-2.272736849937290415e+00
5.000000000000000000e+00,-2.263677764538005288e+00
6.000000000000000000e+00,-2.267597046073734468e+00
7.000000000000000000e+00,-2.265037153425481176e+00
8.000000000000000000e+00,-2.274786163430434272e+00
9.000000000000000000e+00,-2.273278907190159792e+00
