r,G(r),G_err(r)
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.884021392945143702e-01,9.601713848666940665e-01,2.203969636317210578e-04
1.969112433147053309e+00,9.484023251930902010e-01,3.787482203145751633e-04
2.942130881557602606e+00,9.413841523035755277e-01,4.997406355408455731e-04
3.907457484526176472e+00,9.364002732806459006e-01,6.083281946184124168e-04
4.865092242052753591e+00,9.326111307587809929e-01,6.748654841446976096e-04
5.815035154137369489e+00,9.296575435800629172e-01,8.167332211581727636e-04
6.757286220780002850e+00,9.270927498110733689e-01,9.864089021326500825e-04
7.691845441980646569e+00,9.249590576456266922e-01,1.153702797986485857e-03
8.618712817739321963e+00,9.233857318227238764e-01,1.246439576790959406e-03
9.537888348056007715e+00,9.214741537446455855e-01,1.346194409935398337e-03
1.044937203293071804e+01,9.196626650060621966e-01,1.488535899687924453e-03
1.135316387236343161e+01,9.180637177158696982e-01,1.589694528913671327e-03
1.224926386635418396e+01,9.164469677246933621e-01,1.715569650151431728e-03
1.313767201490294667e+01,9.149166511662969459e-01,1.862981775663894975e-03
1.401838831800973395e+01,9.136382023474476366e-01,2.016124042710700642e-03
1.489141277567453869e+01,9.123646714077033870e-01,2.141495342661295809e-03
1.575674538789736090e+01,9.111417839218834969e-01,2.285112566663448537e-03
1.661438615467820767e+01,9.101950149567773485e-01,2.468351774435366668e-03
1.746433507601707191e+01,9.089645959515730844e-01,2.609282492098905556e-03
1.830659215191395361e+01,9.078058628942766717e-01,2.776139970810026936e-03
1.914115738236885278e+01,9.068417690883328053e-01,2.904477825033688863e-03
1.996803076738176230e+01,9.056639637720091951e-01,3.070729821308395766e-03
2.078721230695270350e+01,9.046471556885106180e-01,3.250857362561880484e-03
2.159870200108166216e+01,9.035477825825006803e-01,3.424983113258792903e-03
2.240249984976864539e+01,9.023384322644329991e-01,3.589843243347305094e-03
2.319860585301364608e+01,9.013246313976078783e-01,3.698823987153367684e-03
2.398702001081665003e+01,9.002370414638172225e-01,3.824777560455482495e-03
2.476774232317768565e+01,8.991738851295285606e-01,3.921146224198385905e-03
2.554077279009674584e+01,8.982246568239230511e-01,4.031359639140122755e-03
2.630611141157382349e+01,8.972408268141810472e-01,4.154566623057120815e-03
2.706375818760891860e+01,8.962982116400320942e-01,4.263852155685172486e-03
2.781371311820203118e+01,8.954030546288349601e-01,4.424083965226814803e-03
2.855597620335316833e+01,8.943245840781010036e-01,4.518781300924986678e-03
2.929054744306231584e+01,8.932497596314035171e-01,4.638988267446985704e-03
3.001742683732948791e+01,8.922758965956937294e-01,4.811061306637276491e-03
3.073661438615468455e+01,8.913053728729068981e-01,4.999872810352008409e-03
3.144811008953789155e+01,8.902386386126428519e-01,5.220790703468152112e-03
3.215191394747911602e+01,8.894924534606613031e-01,5.423566324685547869e-03
3.284802595997836505e+01,8.889234922424557039e-01,5.552366382959564653e-03
3.353644612703563155e+01,8.879547481474946435e-01,5.779371030767459921e-03
3.421717444865092261e+01,8.872902633267257810e-01,5.912361594363763594e-03
3.489021092482423114e+01,8.861530802122414840e-01,6.137738425519769815e-03
3.555555555555555003e+01,8.853569051236063192e-01,6.267993636148211714e-03
3.621320834084490059e+01,8.847603081268030634e-01,6.364263311383211094e-03
3.686316928069226151e+01,8.839308293721395149e-01,6.496772217835521807e-03
3.750543837509764700e+01,8.826668350360000748e-01,6.611570222837186844e-03
3.814001562406104995e+01,8.821557495680497629e-01,6.687319773806610530e-03
3.876690102758247747e+01,8.816428399869592480e-01,6.766596927900263292e-03
3.938609458566192245e+01,8.809037085213357043e-01,6.861663383841729719e-03
3.999759629829938490e+01,8.795904797079744375e-01,6.950113593620329058e-03
4.060140616549486481e+01,8.800314560339843606e-01,7.087930992083232504e-03
4.119752418724836218e+01,8.792516032408119742e-01,7.258771498646233479e-03
4.178595036355989123e+01,8.781890966288499190e-01,7.331206011437595496e-03
4.236668469442942353e+01,8.781686721883613655e-01,7.554068109991920674e-03
4.293972717985697329e+01,8.773815207821117346e-01,7.749865324627740366e-03
4.350507781984255473e+01,8.756796183704522729e-01,7.856238333208243746e-03
4.406273661438615363e+01,8.756491260008737454e-01,8.017553878273327508e-03
4.461270356348777000e+01,8.747351908967423428e-01,8.180716059145538496e-03
4.515497866714740383e+01,8.738427612347265949e-01,8.310906618528233689e-03
4.568956192536505512e+01,8.730585250538950293e-01,8.447709408451988672e-03
4.621645333814073808e+01,8.723338166011358474e-01,8.617539425941648720e-03
4.673565290547442430e+01,8.716618045018494909e-01,8.686598648081536589e-03
4.724716062736614219e+01,8.708905442838790201e-01,8.821416354290395959e-03
4.775097650381587755e+01,8.703982914002487137e-01,8.934513961800236506e-03
4.824710053482363037e+01,8.696920447072151727e-01,9.064393691054304508e-03
4.873553272038940065e+01,8.693269787890894884e-01,9.168283573191786731e-03
4.921627306051318840e+01,8.685521555803866756e-01,9.402811816493921587e-03
4.968932155519500071e+01,8.684925624396626631e-01,9.331228449243791911e-03
5.015467820443483049e+01,8.673645738971063057e-01,9.710780637483561184e-03
5.061234300823267773e+01,8.675564299884950259e-01,9.528793347177409029e-03
5.106231596658854244e+01,8.662139504155665914e-01,1.014076741141746625e-02
5.150459707950243171e+01,8.664538032520304744e-01,9.837143578215230486e-03
5.193918634697433845e+01,8.651160545080450737e-01,1.061210514721571026e-02
5.236608376900426975e+01,8.656423281517415802e-01,1.009507451602090385e-02
5.278528934559221142e+01,8.640799386285054062e-01,1.109887693270902864e-02
5.319680307673817765e+01,8.645155630216975196e-01,1.052791554487350796e-02
5.360062496244215424e+01,8.630278103894277741e-01,1.203430976784475477e-02
5.399675500270416251e+01,8.636111330257265628e-01,1.079065894779003901e-02
5.438519319752418824e+01,8.624050878562242728e-01,1.196724211262825167e-02
5.476593954690223143e+01,8.629240848160754096e-01,1.119314473447299320e-02
5.513899405083829208e+01,8.629588197745856615e-01,1.248079066732737073e-02
5.550435670933237020e+01,8.622844244595989638e-01,1.191843490545366376e-02
5.586202752238447289e+01,8.624729831968684923e-01,1.163173976810708693e-02
5.621200648999459304e+01,8.622146697769554891e-01,1.309549743287039512e-02
5.655429361216273065e+01,8.621673770208431176e-01,1.196682079760787686e-02
5.688888888888888573e+01,8.619159401822212851e-01,1.261835937248458744e-02
5.721579232017306538e+01,8.618636214360574366e-01,1.301794702540317629e-02
5.753500390601526249e+01,8.614490337689642008e-01,1.186096892083673450e-02
5.784652364641547706e+01,8.613881642590418553e-01,1.330182567290432577e-02
5.815035154137371620e+01,8.618221608488222385e-01,1.325052567886270301e-02
5.844648759088997281e+01,8.603109016227119543e-01,1.214678328890982095e-02
5.873493179496423977e+01,8.616934677905002671e-01,1.421151756286127138e-02
5.901568415359653841e+01,8.603766417944479494e-01,1.285062682783733035e-02
5.928874466678684740e+01,8.593224039670610548e-01,1.354850142300335208e-02
5.955411333453518097e+01,8.611113034384841880e-01,1.361452810496040916e-02
5.981179015684153910e+01,8.599416015461704976e-01,1.369611740586487887e-02
6.006177513370590759e+01,8.584715180777376942e-01,1.346297036830674046e-02
6.030406826512830065e+01,8.590645741941780322e-01,1.359052417069161675e-02
6.053866955110871118e+01,8.601642696639882901e-01,1.476433503391189582e-02
6.076557899164713916e+01,8.594726632678281186e-01,1.389087800024576061e-02
6.098479658674358461e+01,8.562491160126962653e-01,1.385929577331379212e-02
6.119632233639805463e+01,8.579106740639613760e-01,1.270300489374850787e-02
6.140015624061054211e+01,8.595157400260818870e-01,1.510771620819380615e-02
6.159629829938104706e+01,8.574492842820228278e-01,1.475776617874903496e-02
6.178474851270956947e+01,8.575323627512911884e-01,1.429812126883331196e-02
6.196550688059611645e+01,8.544230540382692363e-01,1.386290195018491551e-02
6.213857340304068089e+01,8.564008071059013849e-01,1.330254355448881771e-02
6.230394808004326279e+01,8.605357890172534718e-01,1.625124241262167202e-02
6.246163091160386927e+01,8.549950797412337877e-01,1.430368321888109834e-02
6.261162189772249320e+01,8.576464990423413592e-01,1.539915263382615751e-02
6.275392103839913460e+01,8.535300743907725529e-01,1.374934638424172434e-02
6.288852833363379347e+01,8.557149896484704810e-01,1.431432333392124515e-02
6.301544378342647690e+01,8.354096486550233180e-01,1.617696965670974846e-02
6.313466738777717779e+01,8.568026465450571116e-01,1.482173346298851224e-02
6.324619914668589615e+01,8.612453364263069622e-01,1.726764671367592499e-02
6.335003906015263908e+01,8.552663149321253488e-01,1.504812768560322492e-02
6.344618712817739237e+01,8.548555253857460512e-01,1.427766154025532190e-02
6.353464335076017022e+01,8.503518709525776931e-01,1.498020587871556376e-02
6.361540772790096554e+01,8.548020142827720269e-01,1.478396187580422252e-02
6.368848025959978543e+01,8.589918173845658700e-01,1.556809581102774551e-02
6.375386094585661567e+01,8.535370268487681988e-01,1.530933670501577644e-02
6.381154978667147759e+01,8.479363492338989339e-01,1.257787563490988907e-02
6.386154678204434987e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.390385193197523961e+01,8.572907793773898444e-01,1.492792991052596142e-02
6.393846523646415392e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.396538669551108569e+01,8.376823764074268208e-01,1.499393478152240625e-02
6.398461630911604203e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.399615407727900873e+01,8.499654978921202808e-01,1.413213096141507398e-02
