step,energy_per_site
0.000000000000000000e+00,5.428540638983738731e-01
1.000000000000000000e+06,3.617136994604737699e-01
2.000000000000000000e+06,3.695057433901886013e-01
3.000000000000000000e+06,3.712041402170526139e-01
4.000000000000000000e+06,3.660433419730939608e-01
5.000000000000000000e+06,3.601452739521169844e-01
6.000000000000000000e+06,3.590162454574965523e-01
7.000000000000000000e+06,3.617798236436194914e-01
8.000000000000000000e+06,3.767001411342387751e-01
9.000000000000000000e+06,3.630069320854641401e-01
1.000000000000000000e+07,3.686064953041747749e-01
