r,G
0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,7.205018342586789748e-01
1.500000000000000000e+00,5.566461617632522119e-01
2.500000000000000000e+00,4.848196917614928103e-01
3.500000000000000000e+00,4.329770742389121296e-01
4.500000000000000000e+00,3.920867300935915734e-01
5.500000000000000000e+00,3.609176434389241850e-01
6.500000000000000000e+00,3.368925924454018728e-01
7.500000000000000000e+00,3.149591213684278523e-01
8.500000000000000000e+00,2.966719953294144063e-01
9.500000000000000000e+00,2.807006958146023856e-01
1.050000000000000000e+01,2.687467946427776200e-01
1.150000000000000000e+01,2.569686882496045599e-01
1.250000000000000000e+01,2.474461900570433803e-01
1.350000000000000000e+01,2.412620157422718237e-01
1.450000000000000000e+01,2.342929332027661182e-01
1.550000000000000000e+01,2.279348681337583227e-01
1.650000000000000000e+01,2.228179354634910458e-01
1.750000000000000000e+01,2.176532505541310947e-01
1.850000000000000000e+01,2.127898553887922484e-01
1.950000000000000000e+01,2.075002008794382402e-01
2.050000000000000000e+01,2.023855319801027008e-01
2.150000000000000000e+01,1.959791624651012476e-01
2.250000000000000000e+01,1.888240267449907139e-01
2.350000000000000000e+01,1.837607711054692616e-01
2.450000000000000000e+01,1.786378155533795975e-01
2.550000000000000000e+01,1.760177386353075912e-01
2.650000000000000000e+01,1.713598422947135713e-01
2.750000000000000000e+01,1.724487705856307673e-01
2.850000000000000000e+01,1.680169799325509083e-01
2.950000000000000000e+01,1.658623110910036058e-01
3.050000000000000000e+01,1.643878787608715475e-01
3.150000000000000000e+01,1.653370567851054351e-01
3.250000000000000000e+01,1.630513557065675079e-01
3.350000000000000000e+01,1.629979702682188281e-01
3.450000000000000000e+01,1.620290687789590622e-01
3.550000000000000000e+01,1.613833527669795431e-01
3.650000000000000000e+01,1.606112704867591612e-01
3.750000000000000000e+01,1.622706897327552966e-01
3.850000000000000000e+01,1.611551121204106707e-01
3.950000000000000000e+01,1.607071419309683280e-01
4.050000000000000000e+01,1.615326086049695686e-01
4.150000000000000000e+01,1.597469971686796830e-01
4.250000000000000000e+01,1.624317817468090008e-01
4.350000000000000000e+01,1.612867841641088540e-01
4.450000000000000000e+01,1.621521898175425636e-01
4.550000000000000000e+01,1.609141678366055039e-01
4.650000000000000000e+01,1.619784022802640555e-01
4.750000000000000000e+01,1.613519730089966464e-01
4.850000000000000000e+01,1.618526010080180710e-01
4.950000000000000000e+01,1.617230489797431281e-01
5.050000000000000000e+01,1.628773667842348671e-01
5.150000000000000000e+01,1.626737145236418769e-01
5.250000000000000000e+01,1.633429148768841543e-01
5.350000000000000000e+01,1.648640098279269550e-01
5.450000000000000000e+01,1.654824360571782449e-01
5.550000000000000000e+01,1.668615303465284250e-01
5.650000000000000000e+01,1.692382026851433907e-01
5.750000000000000000e+01,1.701893281824235493e-01
5.850000000000000000e+01,1.698317963600976810e-01
5.950000000000000000e+01,1.700978009844933692e-01
6.050000000000000000e+01,1.702695533253189564e-01
6.150000000000000000e+01,1.700195109924537706e-01
6.250000000000000000e+01,1.705465487119233736e-01
6.350000000000000000e+01,1.697720968093427707e-01
