r,r_error,G,G_error
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.999999999999960032e-01,3.347448369359225286e-17,7.813264908295232125e-01,2.437823990593518224e-03
9.999999999999988898e-01,3.347448369359225286e-17,8.156031810687934813e-01,1.610888062341976840e-03
9.999999999999998890e-01,3.347448369359225286e-17,8.238719463168162616e-01,8.660201123062979478e-04
9.999999999999998890e-01,0.000000000000000000e+00,7.661479314439518795e-01,3.203226147529698083e-03
1.000000000000000000e+00,0.000000000000000000e+00,8.099065532580617122e-01,7.114548174891404363e-04
1.000000000000000222e+00,0.000000000000000000e+00,8.166015877919722277e-01,5.612924662396497066e-03
1.000000000000000222e+00,6.694896738718450572e-17,8.106192518380286316e-01,3.573623728969542012e-03
1.000000000000001998e+00,0.000000000000000000e+00,8.150161929230168578e-01,1.302917629364956208e-03
1.732050807568874973e+00,0.000000000000000000e+00,7.443550951923715298e-01,1.473694286632950016e-03
1.732050807568876971e+00,6.694896738718450572e-17,7.694276623829988671e-01,1.634206414993156185e-03
1.732050807568877193e+00,0.000000000000000000e+00,7.406838463772154046e-01,1.352570145160376545e-03
1.732050807568877193e+00,6.694896738718450572e-17,7.605531413842752109e-01,5.303858214407531496e-03
1.732050807568878303e+00,2.008469021615535172e-16,7.580179920200570409e-01,2.999352966537826605e-03
1.732050807568878525e+00,0.000000000000000000e+00,7.715538537826798215e-01,1.029698200663785182e-03
1.732050807568882078e+00,0.000000000000000000e+00,7.576063649291797653e-01,1.187913415895321513e-03
1.999999999999997780e+00,6.694896738718450572e-17,7.428258520900967721e-01,1.440065782481482958e-03
1.999999999999999778e+00,6.694896738718450572e-17,7.551259674685130152e-01,2.525529398622571031e-03
1.999999999999999778e+00,0.000000000000000000e+00,6.912194654742142008e-01,3.823234100194380144e-03
2.000000000000000000e+00,0.000000000000000000e+00,7.501112381470790291e-01,8.778286070371152210e-04
2.000000000000000444e+00,0.000000000000000000e+00,7.039323661597567394e-01,3.801842463021396119e-03
2.000000000000000444e+00,1.338979347743690114e-16,7.542015356521308833e-01,7.617256555442546108e-04
2.000000000000003997e+00,0.000000000000000000e+00,7.427643907544028146e-01,1.587490207657937065e-03
2.645751311064583167e+00,1.338979347743690114e-16,7.451666275436097386e-01,3.514037247382955937e-03
2.645751311064586719e+00,1.338979347743690114e-16,7.768330771326663609e-01,1.915431187715321360e-03
2.645751311064589384e+00,1.338979347743690114e-16,7.279324052523399313e-01,7.536405137196341888e-04
2.645751311064589828e+00,0.000000000000000000e+00,7.349090185339897108e-01,4.919764107336313530e-03
2.645751311064590272e+00,0.000000000000000000e+00,7.396069347112504966e-01,1.715910004424039872e-03
2.645751311064590272e+00,1.338979347743690114e-16,7.070013842189522002e-01,8.365455100118176709e-04
2.645751311064592048e+00,1.338979347743690114e-16,7.399612884001026680e-01,1.221570868347381360e-03
2.645751311064592937e+00,1.338979347743690114e-16,7.320954067885526717e-01,5.770567314084016491e-03
2.645751311064593825e+00,0.000000000000000000e+00,7.197786856079040341e-01,1.408851847501307875e-03
2.645751311064593825e+00,1.338979347743690114e-16,7.593365724671929939e-01,4.560577091958087532e-03
2.999999999999993339e+00,2.677958695487380229e-16,7.343019889491128049e-01,4.522259499894393936e-03
2.999999999999996891e+00,0.000000000000000000e+00,7.563728556063861186e-01,2.686753237289689258e-03
2.999999999999999556e+00,2.677958695487380229e-16,7.261067969359465968e-01,3.122848665929298367e-03
2.999999999999999556e+00,0.000000000000000000e+00,6.983653839575298949e-01,2.779867229043307859e-03
3.000000000000000000e+00,0.000000000000000000e+00,7.088839436827533147e-01,7.810489361821015743e-04
3.000000000000000444e+00,1.338979347743690114e-16,8.014922847673737749e-01,4.918926227371422585e-03
3.000000000000001332e+00,1.338979347743690114e-16,7.277228986609958206e-01,5.381567878000584858e-03
3.000000000000003109e+00,0.000000000000000000e+00,7.505704712595681061e-01,5.260884937236427750e-03
3.464101615137749945e+00,0.000000000000000000e+00,6.361711337461068982e-01,3.093069347945298815e-03
3.464101615137753942e+00,1.338979347743690114e-16,7.131972286978534026e-01,7.556457434679861697e-04
3.464101615137754386e+00,0.000000000000000000e+00,6.796038946632069200e-01,1.073713810397519284e-03
3.464101615137754386e+00,1.338979347743690114e-16,6.659014069730780916e-01,2.631899220155014055e-03
3.464101615137756607e+00,4.016938043231070343e-16,7.151950122689344491e-01,1.737509094099420892e-03
3.464101615137757051e+00,0.000000000000000000e+00,7.001477323451512635e-01,9.311788472562232497e-04
3.605551275463983352e+00,2.677958695487380229e-16,6.986659146436060563e-01,3.349340457999988325e-03
3.605551275463985128e+00,1.338979347743690114e-16,6.420919115951714273e-01,1.480472167605183459e-03
3.605551275463987349e+00,1.338979347743690114e-16,7.624931603609198527e-01,3.371327293082160888e-03
3.605551275463988237e+00,0.000000000000000000e+00,7.084245523109428122e-01,1.051282739347482063e-03
3.605551275463988237e+00,1.338979347743690114e-16,6.908076416836614886e-01,4.060561577669558747e-03
3.605551275463988237e+00,2.677958695487380229e-16,6.908253904386228994e-01,7.977383837749880101e-04
3.605551275463988237e+00,4.016938043231070343e-16,7.096420193273638155e-01,6.564145306638959846e-04
3.605551275463989569e+00,1.338979347743690114e-16,7.013236770387204499e-01,1.819466106107889020e-03
3.605551275463990457e+00,1.338979347743690114e-16,7.125013493592509128e-01,4.097278923876646398e-03
3.605551275463992233e+00,1.338979347743690114e-16,7.009032747668618724e-01,9.534863144599088755e-04
3.999999999999995559e+00,1.338979347743690114e-16,6.388325748611654031e-01,1.468692984782008718e-03
3.999999999999999556e+00,1.338979347743690114e-16,7.143084925394923568e-01,1.174750330713491978e-03
3.999999999999999556e+00,0.000000000000000000e+00,6.426179818257145016e-01,1.582622632040442444e-03
4.000000000000000000e+00,0.000000000000000000e+00,6.904891093087012210e-01,8.169143493479885448e-04
4.000000000000000888e+00,0.000000000000000000e+00,6.890201580261318126e-01,1.190979422044620819e-03
4.000000000000000888e+00,2.677958695487380229e-16,6.913469345747190742e-01,6.648662733600088507e-04
4.358898943540668647e+00,2.677958695487380229e-16,6.834731962765268065e-01,4.132619738295811342e-03
4.358898943540672200e+00,2.677958695487380229e-16,6.710021104866419339e-01,1.384124385689457616e-03
4.358898943540673088e+00,0.000000000000000000e+00,6.775106074824898128e-01,8.928827215625903925e-04
4.358898943540673976e+00,0.000000000000000000e+00,6.852503449566659244e-01,4.741413400268252990e-04
4.358898943540673976e+00,2.677958695487380229e-16,7.143937868809083769e-01,1.181574391142151993e-03
4.358898943540674864e+00,2.677958695487380229e-16,6.914571469855140817e-01,3.312022884353209122e-03
4.358898943540679305e+00,2.677958695487380229e-16,6.336350061829830738e-01,2.753727599405858800e-03
4.582575694955836276e+00,0.000000000000000000e+00,6.244910261101620508e-01,1.289917761343609484e-03
4.582575694955837164e+00,2.677958695487380229e-16,6.619184261249433376e-01,2.359280333619217379e-03
4.582575694955838053e+00,2.677958695487380229e-16,6.943658824326010004e-01,8.686356378405730907e-04
4.582575694955840717e+00,2.677958695487380229e-16,6.616988565577884840e-01,9.643313820357268589e-04
4.582575694955841605e+00,2.677958695487380229e-16,7.025525660231060066e-01,8.353349151588556742e-04
4.582575694955841605e+00,0.000000000000000000e+00,6.960013198994577932e-01,9.026270972428494365e-04
4.582575694955843382e+00,2.677958695487380229e-16,6.295503692002829554e-01,3.493700634228857124e-03
4.999999999999999112e+00,2.677958695487380229e-16,6.598872186995063949e-01,1.502368903128863380e-03
5.000000000000000000e+00,0.000000000000000000e+00,6.691856171479055870e-01,8.313951116783655209e-04
5.000000000000000888e+00,0.000000000000000000e+00,7.242109706630633914e-01,1.747070516748188600e-03
5.000000000000005329e+00,2.677958695487380229e-16,6.230845297968000684e-01,4.378456809195058370e-03
5.196152422706624918e+00,0.000000000000000000e+00,6.489677984230227681e-01,5.757395754223401836e-03
5.196152422706629359e+00,2.677958695487380229e-16,6.846427656256650618e-01,1.398787257499962185e-03
5.196152422706631135e+00,2.677958695487380229e-16,7.000532391886760131e-01,3.094464316748344029e-03
5.196152422706631135e+00,0.000000000000000000e+00,6.618832621481152145e-01,1.400443379111625686e-03
5.196152422706632024e+00,0.000000000000000000e+00,6.632850113298943695e-01,5.915141329160815854e-04
5.196152422706632912e+00,0.000000000000000000e+00,6.926509563369092071e-01,6.330100171496400377e-03
5.196152422706632912e+00,2.677958695487380229e-16,6.986457650421459276e-01,4.121922755844131293e-03
5.196152422706634688e+00,2.677958695487380229e-16,6.811032746049421327e-01,3.087329955575428449e-03
5.291502622129173439e+00,2.677958695487380229e-16,6.486093124434565427e-01,6.457832326201292696e-03
5.291502622129178768e+00,2.677958695487380229e-16,6.417858654395514062e-01,1.087081479057234578e-03
5.291502622129179656e+00,0.000000000000000000e+00,6.444173283665333152e-01,6.156192960950142810e-03
5.291502622129180544e+00,0.000000000000000000e+00,6.924178764449290258e-01,5.332496756502147755e-04
