index,energy_per_site
0.000000000000000000e+00,5.338095700731982918e-01
1.000000000000000000e+00,3.303567615630271237e-01
2.000000000000000000e+00,3.332970629858820755e-01
3.000000000000000000e+00,3.402825972427622192e-01
4.000000000000000000e+00,3.324160208774048497e-01
5.000000000000000000e+00,3.308680888395006403e-01
6.000000000000000000e+00,3.316197482307240429e-01
7.000000000000000000e+00,3.352755992104268223e-01
8.000000000000000000e+00,3.343846744104639335e-01
9.000000000000000000e+00,3.332581103093731345e-01
