index,energy_per_site
0.000000000000000000e+00,4.907582371643800373e-02
1.000000000000000000e+00,4.693895513100515213e-03
2.000000000000000000e+00,5.803711079693405113e-03
3.000000000000000000e+00,4.787262696060540397e-03
4.000000000000000000e+00,4.337053325099370603e-03
5.000000000000000000e+00,4.905984293092314694e-03
6.000000000000000000e+00,5.379581664091455037e-03
7.000000000000000000e+00,4.931289583737373701e-03
8.000000000000000000e+00,5.317220940991577299e-03
9.000000000000000000e+00,4.807483001861007424e-03
