index,energy_per_site
0.000000000000000000e+00,-2.644702247033484110e-01
1.000000000000000000e+00,-2.709764917428462372e+00
2.000000000000000000e+00,-2.714006711729123555e+00
3.000000000000000000e+00,-2.712626945506270815e+00
4.000000000000000000e+00,-2.708737367467547674e+00
5.000000000000000000e+00,-2.707631251673172201e+00
6.000000000000000000e+00,-2.706762743996827592e+00
7.000000000000000000e+00,-2.705842445347722336e+00
8.000000000000000000e+00,-2.705117296936550897e+00
9.000000000000000000e+00,-2.711007741420367712e+00
