index,energy_per_site
0.000000000000000000e+00,5.344165202676602888e-01
1.000000000000000000e+00,3.070510827983727320e-01
2.000000000000000000e+00,3.064789705128739272e-01
3.000000000000000000e+00,3.037931205756523312e-01
4.000000000000000000e+00,3.066102027631010252e-01
5.000000000000000000e+00,3.056866834599510918e-01
6.000000000000000000e+00,3.047189604461839618e-01
7.000000000000000000e+00,3.051732630092681142e-01
8.000000000000000000e+00,3.031439531218668715e-01
9.000000000000000000e+00,3.051109371002960202e-01
