step,energy_per_site
0.000000000000000000e+00,1.128528113027382762e+00
5.000000000000000000e+05,3.072211945787688414e-01
1.000000000000000000e+06,2.193249521302008953e-01
1.500000000000000000e+06,1.922384987996756389e-01
2.000000000000000000e+06,1.828772930131610797e-01
2.500000000000000000e+06,1.716642673199058333e-01
3.000000000000000000e+06,1.547834104178941739e-01
3.500000000000000000e+06,1.442731054765621912e-01
4.000000000000000000e+06,1.418018057983127522e-01
4.500000000000000000e+06,1.409087434207053902e-01
5.000000000000000000e+06,1.390638166642779172e-01
